fileName,name,duration,intensity1,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensity10,meanIntensity
file35.TextGrid,3,0.360,73,76,76,75,75,75,74,72,71,72,74.163
file35.TextGrid,4,0.150,72,71,70,68,66,65,64,61,59,57,65.285
file4.TextGrid,1,0.180,20,53,72,77,77,76,78,78,77,79,71.323
file4.TextGrid,2,0.110,79,79,78,76,77,79,81,81,81,75,78.866
file4.TextGrid,3,0.260,75,65,64,66,81,81,80,76,76,78,73.659
file4.TextGrid,4,0.444,78,77,76,61,54,53,51,47,40,--undefined--,58.924
file5.TextGrid,1,0.190,24,55,73,78,80,80,79,78,76,77,72.410
file5.TextGrid,2,0.150,77,81,82,79,80,82,83,82,80,77,80.603
file5.TextGrid,3,0.240,77,73,78,81,78,74,70,72,73,75,75.109
file5.TextGrid,4,0.350,75,75,75,73,62,50,52,48,42,33,59.354
file6.TextGrid,1,0.110,41,53,62,65,67,70,71,71,71,69,65.308
file6.TextGrid,2,0.170,69,67,71,73,70,66,59,56,54,61,64.598
file6.TextGrid,3,0.140,61,63,63,63,63,60,69,73,72,70,65.667
file6.TextGrid,4,0.460,70,65,69,72,68,51,47,47,43,34,57.385
file7.TextGrid,1,0.070,58,65,70,73,76,78,78,76,73,68,72.523
file7.TextGrid,2,0.280,68,51,27,53,63,78,80,79,75,70,63.484
file7.TextGrid,3,0.490,70,68,68,68,74,73,64,66,65,68,68.154
file7.TextGrid,4,0.140,68,68,68,68,64,59,51,44,33,19,55.374
file8.TextGrid,1,0.180,15,43,58,62,64,69,75,76,76,73,63.241
file8.TextGrid,2,0.230,73,72,72,75,77,79,79,77,73,64,74.839
file8.TextGrid,3,0.340,64,44,61,73,72,73,70,73,72,73,67.483
file8.TextGrid,4,0.230,73,70,70,70,69,66,61,50,41,22,60.696
file9.TextGrid,1,0.150,35,43,53,57,58,58,71,77,77,76,61.212
file9.TextGrid,2,0.080,76,76,75,75,75,75,75,75,73,69,74.621
file9.TextGrid,3,0.270,69,57,56,59,80,79,79,73,73,74,69.739
file9.TextGrid,4,0.250,74,77,78,78,76,74,66,59,55,49,69.536
