id	class	1	2	3	4
89.TextGrid	2	6	10	0	0
90.TextGrid	2	2	5	0	0
91.TextGrid	2	3	6	0	0
92.TextGrid	2	2	5	0	0
93.TextGrid	2	3	6	0	0
94.TextGrid	2	3	6	0	0
95.TextGrid	2	3	6	0	0
96.TextGrid	2	5	9	0	0
97.TextGrid	2	2	5	0	0
98.TextGrid	2	2	5	0	0
99.TextGrid	2	3	6	0	0
100.TextGrid	2	3	6	0	0
101.TextGrid	2	2	5	0	0
102.TextGrid	2	2	5	0	0
103.TextGrid	2	2	5	0	0
104.TextGrid	2	2	5	0	0
105.TextGrid	2	3	6	0	0
106.TextGrid	2	2	5	0	0
107.TextGrid	2	2	5	0	0
108.TextGrid	2	2	5	0	0
109.TextGrid	2	2	5	0	0
110.TextGrid	2	2	5	0	0
111.TextGrid	2	2	5	0	0
112.TextGrid	2	2	5	0	0
113.TextGrid	2	2	5	0	0
114.TextGrid	2	2	5	0	0
115.TextGrid	2	2	4	0	0
116.TextGrid	2	2	5	0	0
117.TextGrid	2	3	6	0	0
118.TextGrid	2	2	5	0	0
119.TextGrid	2	3	6	0	0
120.TextGrid	2	2	4	0	0
121.TextGrid	2	3	6	0	0
122.TextGrid	2	3	6	0	0
123.TextGrid	2	3	6	0	0
124.TextGrid	2	3	6	0	0
125.TextGrid	2	3	6	0	0
126.TextGrid	2	2	5	0	0
127.TextGrid	2	2	5	0	0
128.TextGrid	2	2	5	0	0
129.TextGrid	2	3	6	0	0
130.TextGrid	2	2	5	0	0
131.TextGrid	2	2	5	0	0
132.TextGrid	2	3	6	0	0
133.TextGrid	2	3	6	0	0
134.TextGrid	2	2	5	0	0
135.TextGrid	2	3	6	0	0
136.TextGrid	2	3	6	0	0
137.TextGrid	2	2	6	0	0
138.TextGrid	2	3	6	0	0
139.TextGrid	2	3	6	0	0
140.TextGrid	2	2	6	0	0
141.TextGrid	2	2	5	0	0
142.TextGrid	2	2	5	0	0
143.TextGrid	2	2	5	0	0
144.TextGrid	2	3	6	0	0
145.TextGrid	2	3	6	0	0
146.TextGrid	2	2	5	0	0
147.TextGrid	3	3	5	8	0
148.TextGrid	2	3	6	0	0
149.TextGrid	2	2	5	0	0
150.TextGrid	2	2	5	0	0
151.TextGrid	2	3	6	0	0
152.TextGrid	2	3	6	0	0
153.TextGrid	2	3	6	0	0
154.TextGrid	2	3	6	0	0
155.TextGrid	2	3	6	0	0
156.TextGrid	2	3	6	0	0
157.TextGrid	2	2	5	0	0
158.TextGrid	2	3	6	0	0
159.TextGrid	2	2	5	0	0
160.TextGrid	2	3	6	0	0
161.TextGrid	2	2	5	0	0
162.TextGrid	2	3	6	0	0
163.TextGrid	2	2	5	0	0
164.TextGrid	2	2	5	0	0
165.TextGrid	2	3	6	0	0
166.TextGrid	2	3	6	0	0
167.TextGrid	2	2	5	0	0
168.TextGrid	2	3	6	0	0
169.TextGrid	2	2	5	0	0
170.TextGrid	2	2	5	0	0
171.TextGrid	2	3	7	0	0
172.TextGrid	2	3	6	0	0
173.TextGrid	2	3	6	0	0
174.TextGrid	2	2	5	0	0
175.TextGrid	2	3	6	0	0
176.TextGrid	2	2	5	0	0
177.TextGrid	2	2	5	0	0
178.TextGrid	2	2	5	0	0
179.TextGrid	2	2	5	0	0
180.TextGrid	2	2	5	0	0
181.TextGrid	2	3	6	0	0
182.TextGrid	2	2	4	0	0
183.TextGrid	2	2	5	0	0
184.TextGrid	2	3	6	0	0
185.TextGrid	2	2	5	0	0
186.TextGrid	2	3	6	0	0
187.TextGrid	2	2	5	0	0
188.TextGrid	2	2	5	0	0
189.TextGrid	2	2	5	0	0
190.TextGrid	2	2	5	0	0
191.TextGrid	2	2	5	0	0
192.TextGrid	2	3	6	0	0
193.TextGrid	2	3	6	0	0
194.TextGrid	2	2	5	0	0
195.TextGrid	2	2	5	0	0
196.TextGrid	2	2	5	0	0
197.TextGrid	2	2	5	0	0
198.TextGrid	2	2	5	0	0
199.TextGrid	2	2	8	0	0
200.TextGrid	2	3	6	0	0
201.TextGrid	2	3	6	0	0
202.TextGrid	2	2	5	0	0
203.TextGrid	2	3	6	0	0
204.TextGrid	2	3	6	0	0
205.TextGrid	2	2	5	0	0
206.TextGrid	2	3	6	0	0
207.TextGrid	2	2	5	0	0
208.TextGrid	2	5	8	0	0
209.TextGrid	2	3	6	0	0
210.TextGrid	2	2	5	0	0
211.TextGrid	2	2	5	0	0
212.TextGrid	2	3	6	0	0
213.TextGrid	2	3	6	0	0
214.TextGrid	2	2	5	0	0
215.TextGrid	2	2	5	0	0
216.TextGrid	2	3	6	0	0
217.TextGrid	2	2	5	0	0
218.TextGrid	2	3	6	0	0
219.TextGrid	2	2	5	0	0
220.TextGrid	2	3	6	0	0
221.TextGrid	2	3	6	0	0
222.TextGrid	2	3	6	0	0
223.TextGrid	2	2	5	0	0
224.TextGrid	2	6	11	0	0
225.TextGrid	2	3	6	0	0
226.TextGrid	2	2	5	0	0
227.TextGrid	2	2	5	0	0
228.TextGrid	2	3	6	0	0
229.TextGrid	2	2	5	0	0
230.TextGrid	2	2	5	0	0
231.TextGrid	2	3	6	0	0
232.TextGrid	2	2	5	0	0
233.TextGrid	2	3	6	0	0
234.TextGrid	2	2	5	0	0
235.TextGrid	2	2	5	0	0
236.TextGrid	2	2	4	0	0
237.TextGrid	2	3	6	0	0
238.TextGrid	2	2	5	0	0
239.TextGrid	2	2	5	0	0
240.TextGrid	2	2	5	0	0
241.TextGrid	2	3	6	0	0
242.TextGrid	2	3	6	0	0
243.TextGrid	2	3	6	0	0
244.TextGrid	2	3	6	0	0
245.TextGrid	2	3	6	0	0
246.TextGrid	2	2	5	0	0
247.TextGrid	2	3	6	0	0
248.TextGrid	2	2	5	0	0
249.TextGrid	2	2	5	0	0
250.TextGrid	2	4	7	0	0
251.TextGrid	2	3	6	0	0
252.TextGrid	2	2	5	0	0
253.TextGrid	2	2	5	0	0
254.TextGrid	2	2	5	0	0
255.TextGrid	2	2	5	0	0
256.TextGrid	2	2	5	0	0
257.TextGrid	2	2	5	0	0
258.TextGrid	2	2	5	0	0
259.TextGrid	2	3	5	0	0
260.TextGrid	2	3	6	0	0
261.TextGrid	2	3	6	0	0
262.TextGrid	2	3	6	0	0
263.TextGrid	2	3	6	0	0
264.TextGrid	2	2	5	0	0
265.TextGrid	2	2	5	0	0
266.TextGrid	2	3	6	0	0
267.TextGrid	2	2	5	0	0
268.TextGrid	2	3	6	0	0
269.TextGrid	2	3	6	0	0
270.TextGrid	2	2	5	0	0
271.TextGrid	2	2	5	0	0
272.TextGrid	2	2	5	0	0
273.TextGrid	2	3	6	0	0
274.TextGrid	2	3	6	0	0
275.TextGrid	2	3	6	0	0
276.TextGrid	2	3	6	0	0
277.TextGrid	2	3	6	0	0
278.TextGrid	2	3	6	0	0
279.TextGrid	2	3	6	0	0
280.TextGrid	2	3	6	0	0
281.TextGrid	2	2	5	0	0
282.TextGrid	2	3	6	0	0
283.TextGrid	2	3	6	0	0
284.TextGrid	2	3	6	0	0
285.TextGrid	2	3	6	0	0
286.TextGrid	2	3	6	0	0
287.TextGrid	2	3	6	0	0
288.TextGrid	2	3	6	0	0
289.TextGrid	2	2	5	0	0
290.TextGrid	2	3	6	0	0
291.TextGrid	2	3	6	0	0
292.TextGrid	2	3	6	0	0
293.TextGrid	2	2	5	0	0
294.TextGrid	2	3	6	0	0
295.TextGrid	2	3	6	0	0
296.TextGrid	2	2	5	0	0
297.TextGrid	2	3	6	0	0
298.TextGrid	2	3	6	0	0
299.TextGrid	2	3	6	0	0
300.TextGrid	2	3	6	0	0
301.TextGrid	2	5	8	0	0
302.TextGrid	2	2	5	0	0
303.TextGrid	2	3	6	0	0
304.TextGrid	2	3	6	0	0
305.TextGrid	2	2	5	0	0
306.TextGrid	2	2	5	0	0
307.TextGrid	2	2	5	0	0
308.TextGrid	2	2	5	0	0
309.TextGrid	2	3	6	0	0
310.TextGrid	2	3	6	0	0
311.TextGrid	2	3	6	0	0
312.TextGrid	2	3	6	0	0
313.TextGrid	2	2	5	0	0
314.TextGrid	2	2	5	0	0
315.TextGrid	2	2	5	0	0
316.TextGrid	2	2	5	0	0
317.TextGrid	2	2	5	0	0
318.TextGrid	2	2	5	0	0
319.TextGrid	2	2	5	0	0
320.TextGrid	2	2	5	0	0
321.TextGrid	2	2	5	0	0
322.TextGrid	2	2	5	0	0
323.TextGrid	2	3	5	0	0
324.TextGrid	2	2	5	0	0
325.TextGrid	2	3	5	0	0
326.TextGrid	2	2	4	0	0
327.TextGrid	2	2	5	0	0
328.TextGrid	2	2	5	0	0
329.TextGrid	2	3	6	0	0
330.TextGrid	2	3	6	0	0
331.TextGrid	2	3	6	0	0
332.TextGrid	2	3	6	0	0
333.TextGrid	2	3	6	0	0
334.TextGrid	2	3	6	0	0
335.TextGrid	2	2	4	0	0
336.TextGrid	2	3	6	0	0
337.TextGrid	2	3	6	0	0
338.TextGrid	2	3	6	0	0
339.TextGrid	2	3	6	0	0
340.TextGrid	2	3	6	0	0
341.TextGrid	2	3	6	0	0
342.TextGrid	2	3	6	0	0
343.TextGrid	2	3	6	0	0
344.TextGrid	2	3	5	0	0
345.TextGrid	2	2	5	0	0
346.TextGrid	2	2	5	0	0
347.TextGrid	2	3	5	0	0
348.TextGrid	2	3	5	0	0
349.TextGrid	2	3	5	0	0
350.TextGrid	2	2	4	0	0
351.TextGrid	2	3	6	0	0
352.TextGrid	2	3	6	0	0
353.TextGrid	2	3	5	0	0
354.TextGrid	2	3	6	0	0
355.TextGrid	2	2	4	0	0
356.TextGrid	2	3	6	0	0
357.TextGrid	2	3	6	0	0
358.TextGrid	2	3	6	0	0
359.TextGrid	2	3	5	0	0
360.TextGrid	2	3	6	0	0
361.TextGrid	2	3	6	0	0
362.TextGrid	2	3	6	0	0
363.TextGrid	2	3	6	0	0
364.TextGrid	2	3	5	0	0
365.TextGrid	2	2	5	0	0
366.TextGrid	2	3	6	0	0
367.TextGrid	2	3	6	0	0
368.TextGrid	2	2	5	0	0
369.TextGrid	2	3	6	0	0
370.TextGrid	2	3	6	0	0
371.TextGrid	2	3	6	0	0
372.TextGrid	2	3	6	0	0
373.TextGrid	2	3	6	0	0
374.TextGrid	2	3	5	0	0
375.TextGrid	2	3	6	0	0
376.TextGrid	2	3	6	0	0
377.TextGrid	2	3	6	0	0
378.TextGrid	2	3	6	0	0
379.TextGrid	2	3	6	0	0
380.TextGrid	2	3	6	0	0
381.TextGrid	2	3	6	0	0
382.TextGrid	2	3	6	0	0
383.TextGrid	2	3	5	0	0
384.TextGrid	2	3	6	0	0
385.TextGrid	2	3	5	0	0
386.TextGrid	2	3	5	0	0
387.TextGrid	2	3	5	0	0
388.TextGrid	2	3	6	0	0
389.TextGrid	2	3	6	0	0
390.TextGrid	2	3	6	0	0
391.TextGrid	2	3	6	0	0
392.TextGrid	2	3	6	0	0
393.TextGrid	2	3	5	0	0
394.TextGrid	2	2	5	0	0
395.TextGrid	2	3	6	0	0
396.TextGrid	2	3	6	0	0
397.TextGrid	2	3	6	0	0
398.TextGrid	2	3	6	0	0
399.TextGrid	2	3	5	0	0
400.TextGrid	2	3	6	0	0
401.TextGrid	2	3	5	0	0
402.TextGrid	2	3	5	0	0
403.TextGrid	2	2	5	0	0
404.TextGrid	2	2	5	0	0
405.TextGrid	2	3	6	0	0
406.TextGrid	2	3	6	0	0
407.TextGrid	2	3	6	0	0
408.TextGrid	2	2	4	0	0
409.TextGrid	2	3	6	0	0
410.TextGrid	2	3	6	0	0
411.TextGrid	2	3	5	0	0
412.TextGrid	2	2	5	0	0
413.TextGrid	2	3	5	0	0
414.TextGrid	2	3	6	0	0
415.TextGrid	2	2	4	0	0
416.TextGrid	2	3	6	0	0
417.TextGrid	2	3	6	0	0
418.TextGrid	2	3	6	0	0
419.TextGrid	2	3	6	0	0
420.TextGrid	2	3	5	0	0
421.TextGrid	2	2	4	0	0
422.TextGrid	2	2	5	0	0
423.TextGrid	2	2	4	0	0
424.TextGrid	2	2	5	0	0
425.TextGrid	2	2	4	0	0
426.TextGrid	2	3	5	0	0
427.TextGrid	2	3	5	0	0
428.TextGrid	2	3	5	0	0
429.TextGrid	2	2	5	0	0
430.TextGrid	2	3	5	0	0
431.TextGrid	2	4	6	0	0
432.TextGrid	2	4	7	0	0
433.TextGrid	2	2	5	0	0
434.TextGrid	2	3	5	0	0
435.TextGrid	2	2	4	0	0
436.TextGrid	2	3	5	0	0
437.TextGrid	2	3	5	0	0
438.TextGrid	2	3	5	0	0
439.TextGrid	2	2	5	0	0
440.TextGrid	2	3	5	0	0
441.TextGrid	2	2	4	0	0
442.TextGrid	2	2	4	0	0
443.TextGrid	2	2	5	0	0
444.TextGrid	2	2	5	0	0
445.TextGrid	2	2	5	0	0
446.TextGrid	2	2	5	0	0
447.TextGrid	2	3	5	0	0
448.TextGrid	2	4	7	0	0
449.TextGrid	2	3	5	0	0
450.TextGrid	2	2	5	0	0
451.TextGrid	2	4	7	0	0
452.TextGrid	2	4	7	0	0
453.TextGrid	2	4	7	0	0
454.TextGrid	2	2	5	0	0
455.TextGrid	2	2	5	0	0
456.TextGrid	2	4	7	0	0
457.TextGrid	2	4	7	0	0
458.TextGrid	2	4	6	0	0
459.TextGrid	2	4	7	0	0
460.TextGrid	2	4	7	0	0
461.TextGrid	2	3	5	0	0
462.TextGrid	2	2	4	0	0
463.TextGrid	2	3	5	0	0
464.TextGrid	2	3	6	0	0
465.TextGrid	2	3	6	0	0
466.TextGrid	2	2	5	0	0
467.TextGrid	2	2	4	0	0
468.TextGrid	2	2	5	0	0
469.TextGrid	2	3	5	0	0
470.TextGrid	2	4	7	0	0
471.TextGrid	2	3	6	0	0
472.TextGrid	2	3	5	0	0
473.TextGrid	2	2	5	0	0
474.TextGrid	2	3	5	0	0
475.TextGrid	2	3	5	0	0
476.TextGrid	2	4	6	0	0
477.TextGrid	2	4	6	0	0
478.TextGrid	2	4	6	0	0
479.TextGrid	2	3	6	0	0
480.TextGrid	2	4	7	0	0
481.TextGrid	2	4	6	0	0
482.TextGrid	2	4	7	0	0
483.TextGrid	2	3	6	0	0
484.TextGrid	2	2	5	0	0
485.TextGrid	2	2	5	0	0
486.TextGrid	2	3	5	0	0
487.TextGrid	2	3	6	0	0
488.TextGrid	2	2	5	0	0
489.TextGrid	2	3	6	0	0
490.TextGrid	2	3	6	0	0
491.TextGrid	2	2	5	0	0
492.TextGrid	2	4	7	0	0
493.TextGrid	2	4	7	0	0
494.TextGrid	2	3	6	0	0
495.TextGrid	2	4	7	0	0
496.TextGrid	2	4	7	0	0
497.TextGrid	2	4	7	0	0
498.TextGrid	2	4	7	0	0
499.TextGrid	2	4	7	0	0
500.TextGrid	2	4	7	0	0
501.TextGrid	2	2	5	0	0
502.TextGrid	2	3	6	0	0
503.TextGrid	2	2	5	0	0
504.TextGrid	2	4	7	0	0
505.TextGrid	2	4	7	0	0
506.TextGrid	2	4	7	0	0
507.TextGrid	2	4	7	0	0
508.TextGrid	2	4	7	0	0
509.TextGrid	2	2	5	0	0
510.TextGrid	2	3	6	0	0
511.TextGrid	2	2	4	0	0
512.TextGrid	2	4	7	0	0
513.TextGrid	2	3	6	0	0
514.TextGrid	2	3	5	0	0
515.TextGrid	2	2	4	0	0
516.TextGrid	2	2	4	0	0
517.TextGrid	2	4	7	0	0
518.TextGrid	2	4	7	0	0
519.TextGrid	2	4	6	0	0
520.TextGrid	2	4	6	0	0
521.TextGrid	2	4	7	0	0
522.TextGrid	2	2	5	0	0
523.TextGrid	2	3	6	0	0
524.TextGrid	2	3	6	0	0
525.TextGrid	2	3	5	0	0
526.TextGrid	2	3	5	0	0
527.TextGrid	2	4	7	0	0
528.TextGrid	2	4	7	0	0
529.TextGrid	2	4	7	0	0
530.TextGrid	2	4	7	0	0
531.TextGrid	2	4	7	0	0
532.TextGrid	2	4	7	0	0
533.TextGrid	2	4	7	0	0
534.TextGrid	2	4	7	0	0
535.TextGrid	2	4	6	0	0
536.TextGrid	2	3	6	0	0
537.TextGrid	2	2	4	0	0
538.TextGrid	2	3	5	0	0
539.TextGrid	2	3	6	0	0
540.TextGrid	2	3	5	0	0
541.TextGrid	2	2	4	0	0
542.TextGrid	2	3	6	0	0
543.TextGrid	2	2	4	0	0
544.TextGrid	2	2	4	0	0
545.TextGrid	2	3	6	0	0
546.TextGrid	2	2	5	0	0
547.TextGrid	2	2	5	0	0
548.TextGrid	2	2	5	0	0
549.TextGrid	2	2	4	0	0
550.TextGrid	2	2	5	0	0
551.TextGrid	2	3	6	0	0
552.TextGrid	2	2	5	0	0
553.TextGrid	2	3	5	0	0
554.TextGrid	2	2	5	0	0
555.TextGrid	2	3	5	0	0
556.TextGrid	2	3	5	0	0
557.TextGrid	2	3	6	0	0
558.TextGrid	2	3	6	0	0
559.TextGrid	2	2	5	0	0
560.TextGrid	2	2	5	0	0
561.TextGrid	2	2	5	0	0
562.TextGrid	2	2	4	0	0
563.TextGrid	2	2	4	0	0
564.TextGrid	2	3	6	0	0
565.TextGrid	2	3	6	0	0
566.TextGrid	2	2	4	0	0
567.TextGrid	2	3	5	0	0
568.TextGrid	2	3	6	0	0
569.TextGrid	2	2	4	0	0
570.TextGrid	2	2	5	0	0
571.TextGrid	2	3	5	0	0
572.TextGrid	2	2	5	0	0
573.TextGrid	2	2	5	0	0
574.TextGrid	2	2	5	0	0
575.TextGrid	2	2	5	0	0
576.TextGrid	2	3	5	0	0
577.TextGrid	2	3	5	0	0
578.TextGrid	2	3	5	0	0
579.TextGrid	2	3	6	0	0
580.TextGrid	2	3	6	0	0
581.TextGrid	2	3	6	0	0
582.TextGrid	2	3	5	0	0
583.TextGrid	2	2	5	0	0
584.TextGrid	2	2	5	0	0
585.TextGrid	2	2	5	0	0
586.TextGrid	2	2	5	0	0
587.TextGrid	2	3	6	0	0
588.TextGrid	2	2	5	0	0
589.TextGrid	2	2	4	0	0
590.TextGrid	2	2	5	0	0
591.TextGrid	2	3	6	0	0
592.TextGrid	2	2	5	0	0
593.TextGrid	2	3	5	0	0
594.TextGrid	2	3	5	0	0
595.TextGrid	2	3	6	0	0
596.TextGrid	2	3	5	0	0
597.TextGrid	2	3	6	0	0
598.TextGrid	2	2	4	0	0
599.TextGrid	2	3	6	0	0
600.TextGrid	2	3	5	0	0
601.TextGrid	2	3	6	0	0
602.TextGrid	2	3	5	0	0
603.TextGrid	2	2	4	0	0
604.TextGrid	2	2	4	0	0
605.TextGrid	2	2	5	0	0
606.TextGrid	2	2	5	0	0
607.TextGrid	2	2	4	0	0
608.TextGrid	2	2	5	0	0
609.TextGrid	2	2	4	0	0
610.TextGrid	2	2	5	0	0
611.TextGrid	2	2	5	0	0
612.TextGrid	2	2	5	0	0
613.TextGrid	2	2	4	0	0
614.TextGrid	2	2	5	0	0
615.TextGrid	2	2	5	0	0
616.TextGrid	2	2	4	0	0
617.TextGrid	2	2	5	0	0
618.TextGrid	2	3	5	0	0
619.TextGrid	2	2	5	0	0
620.TextGrid	2	3	5	0	0
621.TextGrid	2	2	5	0	0
622.TextGrid	2	2	4	0	0
623.TextGrid	2	3	6	0	0
624.TextGrid	2	3	6	0	0
625.TextGrid	2	3	6	0	0
626.TextGrid	2	2	5	0	0
627.TextGrid	2	3	6	0	0
628.TextGrid	2	2	5	0	0
629.TextGrid	2	3	6	0	0
630.TextGrid	2	3	6	0	0
631.TextGrid	2	2	5	0	0
632.TextGrid	2	3	6	0	0
633.TextGrid	2	2	5	0	0
634.TextGrid	2	2	5	0	0
635.TextGrid	2	3	6	0	0
636.TextGrid	2	3	6	0	0
637.TextGrid	2	2	4	0	0
638.TextGrid	2	2	5	0	0
639.TextGrid	2	3	6	0	0
640.TextGrid	2	2	5	0	0
641.TextGrid	2	3	5	0	0
642.TextGrid	2	2	4	0	0
643.TextGrid	2	2	4	0	0
644.TextGrid	2	3	6	0	0
645.TextGrid	2	2	5	0	0
646.TextGrid	2	2	5	0	0
647.TextGrid	2	2	4	0	0
648.TextGrid	2	3	5	0	0
649.TextGrid	2	3	5	0	0
650.TextGrid	2	2	4	0	0
651.TextGrid	2	3	5	0	0
652.TextGrid	2	3	6	0	0
653.TextGrid	2	2	5	0	0
654.TextGrid	2	3	6	0	0
655.TextGrid	2	2	4	0	0
656.TextGrid	2	2	4	0	0
657.TextGrid	2	3	6	0	0
658.TextGrid	2	3	6	0	0
659.TextGrid	2	3	5	0	0
660.TextGrid	2	3	6	0	0
661.TextGrid	2	2	4	0	0
662.TextGrid	2	2	5	0	0
663.TextGrid	2	2	5	0	0
664.TextGrid	2	2	4	0	0
665.TextGrid	2	3	5	0	0
666.TextGrid	2	2	5	0	0
667.TextGrid	2	2	5	0	0
668.TextGrid	2	2	4	0	0
669.TextGrid	2	2	4	0	0
670.TextGrid	2	2	5	0	0
671.TextGrid	2	2	5	0	0
672.TextGrid	2	2	5	0	0
673.TextGrid	2	3	6	0	0
674.TextGrid	2	2	5	0	0
675.TextGrid	2	3	5	0	0
676.TextGrid	2	2	5	0	0
677.TextGrid	2	3	6	0	0
678.TextGrid	2	2	5	0	0
679.TextGrid	2	2	5	0	0
680.TextGrid	2	3	5	0	0
681.TextGrid	2	3	6	0	0
682.TextGrid	2	3	6	0	0
683.TextGrid	2	2	5	0	0
684.TextGrid	2	3	6	0	0
685.TextGrid	2	2	4	0	0
686.TextGrid	2	2	5	0	0
687.TextGrid	2	3	6	0	0
688.TextGrid	2	3	5	0	0
689.TextGrid	2	2	5	0	0
690.TextGrid	2	3	6	0	0
691.TextGrid	2	2	5	0	0
692.TextGrid	2	3	6	0	0
693.TextGrid	2	2	5	0	0
694.TextGrid	2	2	5	0	0
695.TextGrid	2	3	5	0	0
696.TextGrid	2	2	5	0	0
697.TextGrid	2	3	5	0	0
698.TextGrid	2	3	5	0	0
699.TextGrid	2	3	6	0	0
700.TextGrid	2	2	5	0	0
701.TextGrid	2	3	6	0	0
702.TextGrid	2	3	6	0	0
703.TextGrid	2	2	5	0	0
704.TextGrid	3	3	5	7	0
705.TextGrid	2	2	5	0	0
706.TextGrid	2	2	4	0	0
707.TextGrid	2	2	5	0	0
708.TextGrid	2	2	5	0	0
709.TextGrid	2	3	6	0	0
710.TextGrid	2	2	5	0	0
711.TextGrid	2	3	6	0	0
712.TextGrid	2	2	5	0	0
713.TextGrid	2	3	6	0	0
714.TextGrid	2	3	6	0	0
715.TextGrid	2	3	6	0	0
716.TextGrid	2	3	6	0	0
717.TextGrid	2	2	4	0	0
718.TextGrid	2	2	5	0	0
719.TextGrid	2	3	6	0	0
720.TextGrid	2	3	5	0	0
721.TextGrid	2	2	5	0	0
722.TextGrid	2	2	5	0	0
723.TextGrid	2	2	5	0	0
724.TextGrid	2	2	4	0	0
725.TextGrid	2	3	5	0	0
726.TextGrid	2	2	4	0	0
727.TextGrid	2	2	5	0	0
728.TextGrid	2	2	5	0	0
729.TextGrid	2	2	5	0	0
730.TextGrid	2	3	5	0	0
731.TextGrid	2	2	4	0	0
732.TextGrid	2	3	6	0	0
733.TextGrid	2	2	5	0	0
734.TextGrid	2	3	6	0	0
735.TextGrid	2	3	6	0	0
736.TextGrid	2	3	5	0	0
737.TextGrid	2	2	5	0	0
738.TextGrid	2	2	5	0	0
739.TextGrid	2	2	4	0	0
740.TextGrid	2	3	6	0	0
741.TextGrid	2	3	6	0	0
742.TextGrid	2	2	5	0	0
743.TextGrid	2	2	5	0	0
744.TextGrid	2	3	5	0	0
745.TextGrid	2	2	4	0	0
746.TextGrid	3	3	5	8	0
747.TextGrid	2	2	5	0	0
748.TextGrid	2	2	4	0	0
749.TextGrid	2	2	4	0	0
750.TextGrid	2	2	5	0	0
751.TextGrid	2	2	5	0	0
752.TextGrid	2	2	5	0	0
753.TextGrid	2	2	5	0	0
754.TextGrid	2	2	4	0	0
755.TextGrid	2	3	5	0	0
756.TextGrid	2	2	4	0	0
757.TextGrid	2	2	4	0	0
758.TextGrid	2	2	5	0	0
759.TextGrid	2	2	5	0	0
760.TextGrid	2	2	5	0	0
761.TextGrid	2	2	5	0	0
762.TextGrid	2	3	5	0	0
763.TextGrid	2	3	6	0	0
764.TextGrid	2	3	5	0	0
765.TextGrid	2	2	5	0	0
766.TextGrid	2	2	5	0	0
767.TextGrid	2	3	5	0	0
768.TextGrid	2	3	6	0	0
769.TextGrid	2	2	5	0	0
770.TextGrid	2	2	5	0	0
771.TextGrid	2	2	5	0	0
772.TextGrid	2	3	6	0	0
773.TextGrid	2	2	5	0	0
774.TextGrid	2	2	5	0	0
775.TextGrid	2	2	5	0	0
