,text,ipa,syllables,stress,audio_files,audio_urls
205,تحكم,ɪtˈħak.kam,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تحَكَّم.wav,https://upload.wikimedia.org/wikipedia/commons/7/7f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AD%D9%8E%D9%83%D9%8E%D9%91%D9%85.wav
408,مسيحي,maˈsiː.ħi,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-مَسيحيّ.wav,https://upload.wikimedia.org/wikipedia/commons/a/a6/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%85%D9%8E%D8%B3%D9%8A%D8%AD%D9%8A%D9%91.wav
489,كمرة,ˈkɑ.mɑ.rˤɑ,3,1,LL-Q55633582 (ajp)-Khalil.rantissi-كَمَرة.wav,https://upload.wikimedia.org/wikipedia/commons/1/19/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%83%D9%8E%D9%85%D9%8E%D8%B1%D8%A9.wav
190,تبدل,ɪtˈbad.dal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تبَدَّل.wav,https://upload.wikimedia.org/wikipedia/commons/1/14/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%A8%D9%8E%D8%AF%D9%8E%D9%91%D9%84.wav
434,أرمني,ˈʔar.ma.ni,3,1,LL-Q55633582 (ajp)-Khalil.rantissi-أرمَني.wav,https://upload.wikimedia.org/wikipedia/commons/5/54/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D8%B1%D9%85%D9%8E%D9%86%D9%8A.wav
424,نميمة,naˈmiː.me,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-نميمة.wav,https://upload.wikimedia.org/wikipedia/commons/6/65/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%86%D9%85%D9%8A%D9%85%D8%A9.wav
350,طاقية,tˤɑˈʔij.je,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-طاقيّة.wav,https://upload.wikimedia.org/wikipedia/commons/c/c1/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B7%D8%A7%D9%82%D9%8A%D9%91%D8%A9.wav
106,اعتمد,ɪʕˈta.mad,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اعتَمَد.wav,https://upload.wikimedia.org/wikipedia/commons/c/c9/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B9%D8%AA%D9%8E%D9%85%D9%8E%D8%AF.wav
5,استخدام,ɪs.tɪxˈdæːm,3,3,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-استخدام.wav,https://upload.wikimedia.org/wikipedia/commons/3/35/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85.wav
23,العراق,ɪl.ʕɪˈrˤɑːq,3,3,LL-Q55633582 (ajp)-AdrianAbdulBaha-العراق.wav,https://upload.wikimedia.org/wikipedia/commons/8/81/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82.wav
193,تجاهل,ɪdˈʒæː.hal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تجاهَل.wav,https://upload.wikimedia.org/wikipedia/commons/0/05/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AC%D8%A7%D9%87%D9%8E%D9%84.wav
453,حلقة,ˈħa.la.ʔa,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-حلقة.wav,https://upload.wikimedia.org/wikipedia/commons/7/74/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AD%D9%84%D9%82%D8%A9.wav
100,اعتذر,ɪʕˈta.zar,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اعتَذَر.wav,https://upload.wikimedia.org/wikipedia/commons/e/eb/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B9%D8%AA%D9%8E%D8%B0%D9%8E%D8%B1.wav
435,أغنية,ˈʔʊɣ.ni.je,3,1,LL-Q55633582 (ajp)-Khalil.rantissi-اُغنية.wav,https://upload.wikimedia.org/wikipedia/commons/8/8f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%8F%D8%BA%D9%86%D9%8A%D8%A9.wav
300,توصل,ɪtˈwɑsˤ.sˤɑl,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-توَصَّل.wav,https://upload.wikimedia.org/wikipedia/commons/0/09/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%88%D9%8E%D8%B5%D9%8E%D9%91%D9%84.wav
256,تعشى,ɪtˈʕaʃ.ʃa,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تعَشّى.wav,https://upload.wikimedia.org/wikipedia/commons/0/0b/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%B9%D9%8E%D8%B4%D9%91%D9%89.wav
279,تكرر,(ɪ)tˈkar.rar,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-تكَرَّر.wav,https://upload.wikimedia.org/wikipedia/commons/2/28/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AA%D9%83%D9%8E%D8%B1%D9%8E%D9%91%D8%B1.wav
476,عبقري,ˈʕab.qɑ.ri,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-عبقري.wav,https://upload.wikimedia.org/wikipedia/commons/b/b3/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B9%D8%A8%D9%82%D8%B1%D9%8A.wav
80,استأجر,ɪsˈtaʔ.ʒar,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-استَأجَر.wav,https://upload.wikimedia.org/wikipedia/commons/8/84/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B3%D8%AA%D9%8E%D8%A3%D8%AC%D9%8E%D8%B1.wav
382,كنيسة,kaˈniː.se,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-كنيسة.wav,https://upload.wikimedia.org/wikipedia/commons/e/e0/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%83%D9%86%D9%8A%D8%B3%D8%A9.wav
173,بردقاني,bʊrdˈʔæː.ni,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بردقاني.wav,https://upload.wikimedia.org/wikipedia/commons/8/8d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B1%D8%AF%D9%82%D8%A7%D9%86%D9%8A.wav
157,انفصل,ɪnˈfɑ.sˤɑl,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-انفَصَل.wav,https://upload.wikimedia.org/wikipedia/commons/c/c4/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D9%81%D9%8E%D8%B5%D9%8E%D9%84.wav
202,تحرك,ɪtˈħar.rak,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تحَرَّك.wav,https://upload.wikimedia.org/wikipedia/commons/d/d2/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AD%D9%8E%D8%B1%D9%8E%D9%91%D9%83.wav
225,تذكر,(ɪ)dˈzak.kar,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تذَكَّر.wav,https://upload.wikimedia.org/wikipedia/commons/c/c9/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%B0%D9%8E%D9%83%D9%8E%D9%91%D8%B1.wav
73,احتفل,ɪħˈta.fal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-احتَفَل.wav,https://upload.wikimedia.org/wikipedia/commons/0/01/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%AD%D8%AA%D9%8E%D9%81%D9%8E%D9%84.wav
393,متانة,maˈtæː.ne,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-متانة.wav,https://upload.wikimedia.org/wikipedia/commons/9/92/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%AA%D8%A7%D9%86%D8%A9.wav
357,عالخالص,ʕalˈxɑː.lɪsˤ,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-عالخالص.wav,https://upload.wikimedia.org/wikipedia/commons/c/c9/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%B9%D8%A7%D9%84%D8%AE%D8%A7%D9%84%D8%B5.wav
39,شمعدان,ʃam.ʕaˈdæːn,3,3,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-شمعدان.wav,https://upload.wikimedia.org/wikipedia/commons/6/6f/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B4%D9%85%D8%B9%D8%AF%D8%A7%D9%86.wav
208,تحمم,ɪtˈħam.mam,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تحَمَّم.wav,https://upload.wikimedia.org/wikipedia/commons/5/5d/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AD%D9%8E%D9%85%D9%8E%D9%91%D9%85.wav
76,اختفى,ɪxˈta.fa,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اختَفى.wav,https://upload.wikimedia.org/wikipedia/commons/8/86/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%AE%D8%AA%D9%8E%D9%81%D9%89.wav
389,مباشر,muˈbaː.ʃer,3,2,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-مباشر.wav,https://upload.wikimedia.org/wikipedia/commons/5/58/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1.wav
398,محمد,muˈħam.mad,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-محمد.wav,https://upload.wikimedia.org/wikipedia/commons/2/24/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%85%D8%AD%D9%85%D8%AF.wav
346,صديقة,sˤɑˈdˤiː.qɑ,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-صديقة.wav,https://upload.wikimedia.org/wikipedia/commons/5/5e/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B5%D8%AF%D9%8A%D9%82%D8%A9.wav
514,نزلة,ˈna.za.le,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-نزلة.wav,https://upload.wikimedia.org/wikipedia/commons/f/f8/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%86%D8%B2%D9%84%D8%A9.wav
219,تخوف,ɪtˈxaw.waf,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تخَوَّف.wav,https://upload.wikimedia.org/wikipedia/commons/0/03/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AE%D9%8E%D9%88%D9%8E%D9%91%D9%81.wav
322,دفاية,dafˈfæː.je,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-دفاية.wav,https://upload.wikimedia.org/wikipedia/commons/c/c9/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AF%D9%81%D8%A7%D9%8A%D8%A9.wav
231,تساءل,ɪtˈsæː.ʔal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تساءَل.wav,https://upload.wikimedia.org/wikipedia/commons/1/1b/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%B3%D8%A7%D8%A1%D9%8E%D9%84.wav
399,محمد,(ɪ)mˈħam.mad,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-محمد.wav,https://upload.wikimedia.org/wikipedia/commons/2/24/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%85%D8%AD%D9%85%D8%AF.wav
411,مكتش,(ɪ)mˈkat.tɪʃ,3,2,LL-Q55633582 (ajp)-Mohammad-LPA-مكتّش.wav,https://upload.wikimedia.org/wikipedia/commons/8/83/LL-Q55633582_%28ajp%29-Mohammad-LPA-%D9%85%D9%83%D8%AA%D9%91%D8%B4.wav
56,أميركا,ʔaˈmeːr.ka,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-أميركا.wav,https://upload.wikimedia.org/wikipedia/commons/f/f1/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7.wav
351,طبيعة,tˤɑˈbiː.ʕa,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-طبيعة.wav,https://upload.wikimedia.org/wikipedia/commons/6/68/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B7%D8%A8%D9%8A%D8%B9%D8%A9.wav
85,استحى,ɪsˈta.ħa,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-استَحى.wav,https://upload.wikimedia.org/wikipedia/commons/2/26/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B3%D8%AA%D9%8E%D8%AD%D9%89.wav
371,فنلندا,fɪnˈlan.da,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فنلندا.wav,https://upload.wikimedia.org/wikipedia/commons/d/d3/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D9%86%D9%84%D9%86%D8%AF%D8%A7.wav
94,استنى,ɪsˈtan.na,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-إستَنّى.wav,https://upload.wikimedia.org/wikipedia/commons/e/e1/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A5%D8%B3%D8%AA%D9%8E%D9%86%D9%91%D9%89.wav
71,اجتمع,ɪʒˈta.maʕ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اجتَمَع.wav,https://upload.wikimedia.org/wikipedia/commons/f/f9/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%AC%D8%AA%D9%8E%D9%85%D9%8E%D8%B9.wav
367,فاصوليا,fɑˈsˤuːl.ja,3,2,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-فاصوليا.wav,https://upload.wikimedia.org/wikipedia/commons/6/61/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D9%81%D8%A7%D8%B5%D9%88%D9%84%D9%8A%D8%A7.wav
257,تعلق,ɪtˈʕal.laʔ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تَعَلَّق.wav,https://upload.wikimedia.org/wikipedia/commons/9/91/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%8E%D8%B9%D9%8E%D9%84%D9%8E%D9%91%D9%82.wav
342,شهية,ʃaˈhij.je,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-شهيّة.wav,https://upload.wikimedia.org/wikipedia/commons/4/4c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B4%D9%87%D9%8A%D9%91%D8%A9.wav
57,أواعي,ʔaˈwæː.ʕi,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-أواعي.wav,https://upload.wikimedia.org/wikipedia/commons/d/d5/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%88%D8%A7%D8%B9%D9%8A.wav
352,طبيعي,tˤɑˈbiː.ʕi,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-طبيعي.wav,https://upload.wikimedia.org/wikipedia/commons/2/2d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A.wav
102,اعترف,ɪʕˈta.raf,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اعتَرَف.wav,https://upload.wikimedia.org/wikipedia/commons/d/d6/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B9%D8%AA%D9%8E%D8%B1%D9%8E%D9%81.wav
88,استشهد,ɪsˈtaʃ.had,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-استَشهَد.wav,https://upload.wikimedia.org/wikipedia/commons/7/77/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B3%D8%AA%D9%8E%D8%B4%D9%87%D9%8E%D8%AF.wav
171,بداية,biˈdæː.je,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-بِداية.wav,https://upload.wikimedia.org/wikipedia/commons/9/93/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%90%D8%AF%D8%A7%D9%8A%D8%A9.wav
243,تضايق,ɪdˈdæː.jaʔ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تضايَق.wav,https://upload.wikimedia.org/wikipedia/commons/6/6e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%B6%D8%A7%D9%8A%D9%8E%D9%82.wav
403,مستشفى,mʊsˈtaʃ.fa,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مستشفى.wav,https://upload.wikimedia.org/wikipedia/commons/9/9c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89.wav
98,اشتغل,ɪʃˈta.ɣal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اشتغل.wav,https://upload.wikimedia.org/wikipedia/commons/8/8a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B4%D8%AA%D8%BA%D9%84.wav
44,مرحبتين,mar.ħabˈteːn,3,3,LL-Q55633582 (ajp)-AdrianAbdulBaha-مرحبتين.wav,https://upload.wikimedia.org/wikipedia/commons/6/6b/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%85%D8%B1%D8%AD%D8%A8%D8%AA%D9%8A%D9%86.wav
461,زوبعة,ˈzoː.ba.ʕa,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-زوبعة.wav,https://upload.wikimedia.org/wikipedia/commons/7/7e/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B2%D9%88%D8%A8%D8%B9%D8%A9.wav
320,خضرجي,xʊˈdˤɑrˤ.ʒi,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-خضرجي.wav,https://upload.wikimedia.org/wikipedia/commons/e/e3/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AE%D8%B6%D8%B1%D8%AC%D9%8A.wav
420,نشافة,naʃˈʃæː.fe,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-نشّافة.wav,https://upload.wikimedia.org/wikipedia/commons/4/44/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%86%D8%B4%D9%91%D8%A7%D9%81%D8%A9.wav
354,طوالي,tˤɑwˈwɑː.li,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-طوّالي.wav,https://upload.wikimedia.org/wikipedia/commons/e/ee/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%B7%D9%88%D9%91%D8%A7%D9%84%D9%8A.wav
197,تجول,ɪdˈʒaw.wal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تجَوَّل.wav,https://upload.wikimedia.org/wikipedia/commons/b/ba/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AC%D9%8E%D9%88%D9%8E%D9%91%D9%84.wav
388,ماسورة,maˈsˤuː.rˤɑ,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-ماسورة.wav,https://upload.wikimedia.org/wikipedia/commons/2/2f/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%A7%D8%B3%D9%88%D8%B1%D8%A9.wav
433,أبدا,ˈʔa.ba.dan,3,1,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-ابَدًا.wav,https://upload.wikimedia.org/wikipedia/commons/6/66/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-%D8%A7%D8%A8%D9%8E%D8%AF%D9%8B%D8%A7.wav
330,رياضة,riˈjɑː.dˤɑ,3,2,LL-Q55633582 (ajp)-Mohammad-LPA-رياضة.wav,https://upload.wikimedia.org/wikipedia/commons/e/eb/LL-Q55633582_%28ajp%29-Mohammad-LPA-%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9.wav
180,بوابة,bawˈwæː.be,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بوّابة.wav,https://upload.wikimedia.org/wikipedia/commons/6/6f/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%88%D9%91%D8%A7%D8%A8%D8%A9.wav
147,انشفى,ɪnˈʃa.fa,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-انشَفى.wav,https://upload.wikimedia.org/wikipedia/commons/3/3b/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%B4%D9%8E%D9%81%D9%89.wav
470,صيدلي,ˈsˤɑj.dˤɑ.li,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-صيدلي.wav,https://upload.wikimedia.org/wikipedia/commons/5/5c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B5%D9%8A%D8%AF%D9%84%D9%8A.wav
513,نادرا,ˈnæː.dɪ.ran,3,1,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-نادِرًا.wav,https://upload.wikimedia.org/wikipedia/commons/c/c3/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-%D9%86%D8%A7%D8%AF%D9%90%D8%B1%D9%8B%D8%A7.wav
234,تسكر,ɪtˈsak.kar,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تسَكَّر.wav,https://upload.wikimedia.org/wikipedia/commons/7/7e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%B3%D9%8E%D9%83%D9%8E%D9%91%D8%B1.wav
264,تغلب,ɪtˈɣal.lab,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تغَلَّب.wav,https://upload.wikimedia.org/wikipedia/commons/6/67/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%BA%D9%8E%D9%84%D9%8E%D9%91%D8%A8.wav
309,جنسية,ʒɪnˈsij.je,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-جنسية.wav,https://upload.wikimedia.org/wikipedia/commons/4/46/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AC%D9%86%D8%B3%D9%8A%D8%A9.wav
334,سكينة,sɪkˈkiː.ne,3,2,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-سكّينة.wav,https://upload.wikimedia.org/wikipedia/commons/c/c4/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%B3%D9%83%D9%91%D9%8A%D9%86%D8%A9.wav
277,تكبر,ɪtˈkab.bar,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تكَبَّر.wav,https://upload.wikimedia.org/wikipedia/commons/9/9b/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%83%D9%8E%D8%A8%D9%8E%D9%91%D8%B1.wav
