fileName,name,duration,F1,F2,F3
file108.TextGrid,,0.294,831,2011,3087
file109.TextGrid,,0.270,803,2100,2967
file109.TextGrid,1,0.200,367,2198,2746
file109.TextGrid,2,0.350,848,1793,2553
file109.TextGrid,3,0.440,1413,2460,3211
file109.TextGrid,,0.049,1711,2788,3391
file11.TextGrid,,0.290,558,1681,2763
file11.TextGrid,1,0.140,520,1737,2273
file11.TextGrid,2,0.420,496,1144,2805
file11.TextGrid,3,0.210,551,1026,2839
file11.TextGrid,,0.255,617,1305,2819
file110.TextGrid,,0.280,616,1734,3020
file110.TextGrid,1,0.250,541,1605,3169
file110.TextGrid,2,0.120,807,1527,3246
file110.TextGrid,3,0.190,630,1501,2456
file110.TextGrid,,0.299,864,1611,3179
file111.TextGrid,,0.260,894,1952,3043
file111.TextGrid,1,0.110,603,1805,2790
file111.TextGrid,2,0.310,582,2255,2972
file111.TextGrid,3,0.400,545,1464,2806
file111.TextGrid,,0.142,583,1575,2710
file112.TextGrid,,0.280,784,1909,3093
file112.TextGrid,1,0.300,382,2104,2829
file112.TextGrid,2,0.370,299,2305,2864
file112.TextGrid,3,0.360,581,2487,3249
file112.TextGrid,,0.255,910,1904,3083
file113.TextGrid,,0.140,498,1701,2994
file113.TextGrid,1,0.160,807,1679,2755
file113.TextGrid,2,0.160,490,1162,2635
file113.TextGrid,3,0.550,369,1885,2596
file113.TextGrid,,0.119,448,1300,2705
file114.TextGrid,,0.190,745,1789,2908
file114.TextGrid,1,0.060,925,2139,3101
file114.TextGrid,2,0.220,685,1666,2821
file114.TextGrid,3,0.510,533,1237,2651
file114.TextGrid,,0.149,655,1538,2744
file115.TextGrid,,0.260,832,1869,2997
file115.TextGrid,1,0.240,563,2120,3017
file115.TextGrid,2,0.490,746,1749,2681
file115.TextGrid,3,0.250,526,1336,2920
file115.TextGrid,,0.240,695,2229,3281
file116.TextGrid,,0.210,1207,2206,3176
file116.TextGrid,1,0.230,511,1325,2877
file116.TextGrid,2,0.120,477,1383,2796
file116.TextGrid,3,0.590,420,2109,2715
file116.TextGrid,,0.074,469,1646,2958
file117.TextGrid,,0.230,1032,1993,3245
file117.TextGrid,1,0.210,591,2063,2950
file117.TextGrid,2,0.390,713,1543,3015
file117.TextGrid,3,0.280,547,1468,2835
file117.TextGrid,,0.285,1305,1891,3239
file118.TextGrid,,0.260,1153,2231,3227
file118.TextGrid,1,0.240,675,1783,2543
file118.TextGrid,2,0.190,744,1497,2788
file118.TextGrid,3,0.440,600,1409,2955
file118.TextGrid,,0.179,1124,2402,3232
file119.TextGrid,,0.230,1042,2196,3277
file119.TextGrid,1,0.250,772,1710,2931
file119.TextGrid,2,0.110,577,1306,2665
file119.TextGrid,3,0.300,452,1751,2667
file119.TextGrid,,0.163,493,2013,3106
file12.TextGrid,,0.240,1008,2044,3123
file12.TextGrid,1,0.210,595,2186,2944
file12.TextGrid,2,0.480,1037,1852,2918
file12.TextGrid,3,0.430,533,1528,2704
file12.TextGrid,,0.120,1037,2102,3163
file120.TextGrid,,0.240,884,2056,3263
file120.TextGrid,1,0.310,370,1802,2800
file120.TextGrid,2,0.200,739,1635,2895
file120.TextGrid,3,0.290,825,1864,3065
file120.TextGrid,,0.269,1104,1856,3232
file121.TextGrid,,0.220,1249,2156,4137
file121.TextGrid,1,0.310,733,2096,2579
file121.TextGrid,2,0.170,969,1435,2724
file121.TextGrid,3,0.280,918,1376,2513
file121.TextGrid,,0.329,1103,1608,2457
file122.TextGrid,,0.180,636,1605,2849
file122.TextGrid,1,0.150,1161,2271,3155
file122.TextGrid,2,0.280,505,1293,2697
file122.TextGrid,3,0.120,468,1054,2785
file122.TextGrid,,0.306,606,1469,2668
file123.TextGrid,,0.290,659,1994,2943
file123.TextGrid,1,0.090,634,1920,2812
file123.TextGrid,2,0.350,409,1508,2694
file123.TextGrid,3,0.420,612,1342,2691
file123.TextGrid,,0.165,770,1572,3089
file124.TextGrid,,0.220,844,2076,3202
file124.TextGrid,1,0.280,731,1894,3094
file124.TextGrid,2,0.100,847,1692,3176
file124.TextGrid,3,0.580,917,2289,3461
file124.TextGrid,,0.215,987,2179,3243
file125.TextGrid,,0.290,1064,2038,3056
file125.TextGrid,1,0.360,361,1928,2542
file125.TextGrid,2,0.140,655,1746,2760
file125.TextGrid,3,0.370,886,1990,2995
file125.TextGrid,,0.320,1374,2339,3182
file126.TextGrid,,0.210,1250,2237,4000
file126.TextGrid,1,0.220,505,2257,2868
file126.TextGrid,2,0.500,961,1835,2759
file126.TextGrid,3,0.460,906,1438,2302
file126.TextGrid,,0.175,1114,1942,3105
file127.TextGrid,,0.220,802,1872,3083
file127.TextGrid,1,0.150,453,2035,2998
file127.TextGrid,2,0.250,502,2192,3049
file127.TextGrid,3,0.300,555,1924,2953
file127.TextGrid,,0.304,723,1771,2926
file128.TextGrid,,0.220,583,1603,2711
file128.TextGrid,1,0.210,437,1480,2920
file128.TextGrid,2,0.200,396,1650,3090
file128.TextGrid,3,0.320,488,1056,2775
file128.TextGrid,,0.272,532,1271,2669
file129.TextGrid,,0.270,1030,2238,3295
file129.TextGrid,1,0.210,503,2265,2979
file129.TextGrid,2,0.360,775,1455,2999
file129.TextGrid,3,0.410,479,1070,2668
file129.TextGrid,,0.315,1105,2184,3601
file13.TextGrid,,0.200,826,1798,3043
file13.TextGrid,1,0.150,584,1774,2782
file13.TextGrid,2,0.330,680,2335,3097
file13.TextGrid,3,0.330,560,2323,2797
file13.TextGrid,,0.214,781,2145,2985
file130.TextGrid,,0.220,1024,2023,3214
file130.TextGrid,1,0.160,1122,2211,3154
file130.TextGrid,2,0.290,648,1263,2842
file130.TextGrid,3,0.420,602,1090,2339
file130.TextGrid,,0.219,669,1423,2888
file131.TextGrid,,0.280,779,1621,3021
file131.TextGrid,1,0.090,706,1587,3322
file131.TextGrid,2,0.230,594,1138,2973
file131.TextGrid,3,0.350,569,1127,3123
file131.TextGrid,,0.272,693,1554,2890
file132.TextGrid,,0.260,1098,2099,3200
file132.TextGrid,1,0.230,633,2228,2884
file132.TextGrid,2,0.420,721,1615,2626
file132.TextGrid,3,0.440,1080,2160,3012
file132.TextGrid,,0.215,1418,2459,3135
file133.TextGrid,,0.170,1322,2269,3219
file133.TextGrid,1,0.190,924,1673,3036
file133.TextGrid,2,0.290,873,1932,3527
file133.TextGrid,3,0.540,503,1983,2846
file133.TextGrid,,0.205,1052,2161,3164
file134.TextGrid,,0.170,1096,2113,3197
file134.TextGrid,1,0.310,717,1477,2913
file134.TextGrid,2,0.170,480,1698,2999
file134.TextGrid,3,0.270,355,1783,2611
file134.TextGrid,,0.219,774,2034,3087
file135.TextGrid,,0.290,816,1905,3185
file135.TextGrid,1,0.120,820,1700,2933
file135.TextGrid,2,0.180,434,1447,2725
file135.TextGrid,3,0.550,715,1816,2938
file135.TextGrid,,0.255,1432,2279,3014
file136.TextGrid,,0.210,1091,2054,3028
file136.TextGrid,1,0.270,1206,2421,3328
file136.TextGrid,2,0.140,758,1731,2910
file136.TextGrid,3,0.680,743,1791,2796
file136.TextGrid,,0.180,1105,1952,3423
file137.TextGrid,,0.230,522,1729,2895
file137.TextGrid,1,0.130,598,1761,2897
file137.TextGrid,2,0.300,522,1943,3162
file137.TextGrid,3,0.220,639,1583,2704
file137.TextGrid,,0.259,721,1551,2919
file138.TextGrid,,0.200,514,1641,2762
file138.TextGrid,1,0.180,630,1268,2275
file138.TextGrid,2,0.290,650,1285,2704
file138.TextGrid,3,0.240,727,1510,2601
file138.TextGrid,,0.312,500,1664,2702
file139.TextGrid,,0.260,850,1889,3085
file139.TextGrid,1,0.170,1027,1601,2883
file139.TextGrid,2,0.260,941,2217,3410
file139.TextGrid,3,0.140,618,1746,2910
file139.TextGrid,,0.223,718,1766,3034
file14.TextGrid,,0.300,816,1839,3199
file14.TextGrid,1,0.150,781,1429,2815
file14.TextGrid,2,0.190,707,1435,2887
file14.TextGrid,3,0.210,655,1313,2285
file14.TextGrid,,0.289,938,1843,3233
file140.TextGrid,,0.230,573,1665,2951
file140.TextGrid,1,0.410,626,1572,2663
file140.TextGrid,2,0.090,648,1633,2943
file140.TextGrid,3,0.410,528,1556,2716
file140.TextGrid,,0.175,605,1519,2746
file141.TextGrid,,0.290,781,1820,3106
file141.TextGrid,1,0.200,604,1764,2913
file141.TextGrid,2,0.140,356,2107,2700
file141.TextGrid,3,0.410,473,1440,2659
file141.TextGrid,,0.182,497,1584,2708
file142.TextGrid,,0.260,1198,2350,3317
file142.TextGrid,1,0.210,571,2175,3025
file142.TextGrid,2,0.440,575,1232,2981
file142.TextGrid,3,0.150,563,1429,2697
file142.TextGrid,,0.335,1051,1931,3838
file143.TextGrid,,0.290,438,1806,3033
file143.TextGrid,1,0.150,636,1680,3021
file143.TextGrid,2,0.310,645,1831,2841
file143.TextGrid,3,0.220,412,1845,2712
file143.TextGrid,,0.254,535,1949,3114
file144.TextGrid,,0.200,865,2048,3327
file144.TextGrid,1,0.250,391,1893,2737
file144.TextGrid,2,0.310,868,1836,2487
file144.TextGrid,3,0.300,783,1901,2692
file144.TextGrid,,0.335,990,2057,3307
file145.TextGrid,,0.220,763,1214,2039
file145.TextGrid,1,0.060,852,1467,2446
file145.TextGrid,2,0.190,893,1919,2872
file145.TextGrid,3,0.320,794,2235,3126
file145.TextGrid,,0.432,1013,1678,2945
file146.TextGrid,,0.210,878,1779,3088
file146.TextGrid,1,0.130,581,2441,2996
file146.TextGrid,2,0.110,294,2410,2840
file146.TextGrid,3,0.390,457,1951,2799
file146.TextGrid,,0.289,654,1882,3137
file147.TextGrid,,0.310,857,2112,3063
file147.TextGrid,1,0.130,416,1876,2784
file147.TextGrid,2,0.180,491,1155,2556
file147.TextGrid,3,0.700,394,1828,2686
file147.TextGrid,,0.087,373,1568,2669
file148.TextGrid,,0.280,471,1691,2998
file148.TextGrid,1,0.110,362,1386,2784
file148.TextGrid,2,0.160,517,1640,2881
file148.TextGrid,3,0.590,586,1470,2244
file148.TextGrid,,0.175,511,1323,2980
file149.TextGrid,,0.280,1015,2042,3255
file149.TextGrid,1,0.100,295,1670,2851
file149.TextGrid,2,0.230,805,1888,3047
file149.TextGrid,3,0.510,630,1753,3077
file149.TextGrid,,0.189,657,1961,3186
file15.TextGrid,,0.240,1044,1982,2972
file15.TextGrid,1,0.230,452,2287,2910
file15.TextGrid,2,0.390,766,1901,2871
file15.TextGrid,3,0.400,443,1642,3002
file15.TextGrid,,0.220,1075,2001,3098
file150.TextGrid,,0.230,1323,2270,3288
file150.TextGrid,1,0.220,1022,2394,3420
file150.TextGrid,2,0.200,782,1749,2823
file150.TextGrid,3,0.370,761,1253,2574
file150.TextGrid,,0.289,1338,1663,2444
file151.TextGrid,,0.210,934,1999,3216
file151.TextGrid,1,0.170,420,2197,2892
file151.TextGrid,2,0.300,497,1051,2836
file151.TextGrid,3,0.320,497,2291,2886
file151.TextGrid,,0.224,846,1791,2962
file152.TextGrid,,0.280,1182,2111,3425
file152.TextGrid,1,0.390,408,2006,2557
file152.TextGrid,2,0.140,772,1708,2734
file152.TextGrid,3,0.260,914,1561,2856
file152.TextGrid,,0.325,934,1707,2991
file153.TextGrid,,0.230,1315,2091,3480
file153.TextGrid,1,0.270,837,2225,2954
file153.TextGrid,2,0.400,996,1896,3163
file153.TextGrid,3,0.370,699,1346,3016
file153.TextGrid,,0.210,907,1871,3160
file154.TextGrid,,0.220,1075,2157,3265
file154.TextGrid,1,0.180,704,1927,3068
file154.TextGrid,2,0.320,942,1833,3068
file154.TextGrid,3,0.280,355,1925,2833
file154.TextGrid,,0.315,598,1807,2941
file155.TextGrid,,0.240,499,1529,2734
file155.TextGrid,1,0.260,946,2099,2979
file155.TextGrid,2,0.090,511,1837,2824
file155.TextGrid,3,0.490,605,2304,3088
file155.TextGrid,,0.142,937,1872,2640
file156.TextGrid,,0.250,1008,2260,3238
file156.TextGrid,1,0.340,1134,2434,3159
file156.TextGrid,2,0.140,708,1614,2737
file156.TextGrid,3,0.380,842,1711,2837
file156.TextGrid,,0.285,1155,2241,3231
file157.TextGrid,,0.270,1362,2250,4442
file157.TextGrid,1,0.230,385,2210,2837
file157.TextGrid,2,0.350,731,1499,2725
file157.TextGrid,3,0.410,553,1552,3046
file157.TextGrid,,0.135,932,1910,3114
file158.TextGrid,,0.230,764,1991,3112
file158.TextGrid,1,0.170,416,1907,3022
file158.TextGrid,2,0.180,951,1715,3449
file158.TextGrid,3,0.460,561,1303,3017
file158.TextGrid,,0.182,643,1481,2726
file159.TextGrid,,0.230,711,1907,2806
file159.TextGrid,1,0.090,538,1605,2840
file159.TextGrid,2,0.100,481,1325,2668
file159.TextGrid,3,0.610,456,1411,2865
file159.TextGrid,,0.192,536,1572,2781
file16.TextGrid,,0.260,1058,2138,3296
file16.TextGrid,1,0.270,600,1610,2623
file16.TextGrid,2,0.210,554,1627,2763
file16.TextGrid,3,0.270,297,2319,2757
file16.TextGrid,,0.214,897,1824,2937
file160.TextGrid,,0.270,482,1459,2681
file160.TextGrid,1,0.250,509,1753,2527
file160.TextGrid,2,0.050,485,1789,2592
file160.TextGrid,3,0.290,573,1283,2565
file160.TextGrid,,0.269,530,1443,2696
file161.TextGrid,,0.250,1162,2316,3418
file161.TextGrid,1,0.140,562,1939,2702
file161.TextGrid,2,0.310,335,1875,2751
file161.TextGrid,3,0.580,502,1887,2603
file161.TextGrid,,0.220,343,1999,2897
file162.TextGrid,,0.290,1021,2071,3092
file162.TextGrid,1,0.170,546,2372,2998
file162.TextGrid,2,0.320,889,1940,3185
file162.TextGrid,3,0.320,1069,2043,2931
file162.TextGrid,,0.295,1244,2409,3315
file163.TextGrid,,0.250,730,1670,2946
file163.TextGrid,1,0.060,1333,2109,3467
file163.TextGrid,2,0.230,532,2221,2925
file163.TextGrid,3,0.180,540,1787,2727
file163.TextGrid,,0.409,429,1405,2610
file164.TextGrid,,0.260,790,1880,3197
file164.TextGrid,1,0.200,480,2102,2940
file164.TextGrid,2,0.310,620,1933,2899
file164.TextGrid,3,0.480,718,2181,3193
file164.TextGrid,,0.230,899,2266,3453
file165.TextGrid,,0.230,1219,2226,3390
file165.TextGrid,1,0.290,370,1835,2805
file165.TextGrid,2,0.150,627,1789,2957
file165.TextGrid,3,0.380,892,1696,2517
file165.TextGrid,,0.259,1154,2172,3112
file166.TextGrid,,0.240,946,1773,3045
file166.TextGrid,1,0.160,722,1936,2650
file166.TextGrid,2,0.170,617,1953,2961
file166.TextGrid,3,0.380,478,1181,2844
file166.TextGrid,,0.457,606,1604,3175
file167.TextGrid,,0.290,1058,2016,3102
file167.TextGrid,1,0.110,725,1853,2742
file167.TextGrid,2,0.200,440,1533,2705
file167.TextGrid,3,0.430,601,1693,2776
file167.TextGrid,,0.109,665,1579,3076
file168.TextGrid,,0.120,1191,2014,3404
file168.TextGrid,1,0.290,364,1637,2743
file168.TextGrid,2,0.350,706,1708,2528
file168.TextGrid,3,0.260,425,1934,2735
file168.TextGrid,,0.204,943,2126,3210
file169.TextGrid,,0.220,1156,2365,3335
file169.TextGrid,1,0.300,452,1677,2744
file169.TextGrid,2,0.280,456,1100,2575
file169.TextGrid,3,0.170,542,1381,2522
file169.TextGrid,,0.345,888,2062,3343
file17.TextGrid,,0.220,382,1529,2892
file17.TextGrid,1,0.150,375,1592,2660
file17.TextGrid,2,0.160,326,2014,2786
file17.TextGrid,3,0.460,440,1774,2528
file17.TextGrid,,0.232,472,1348,2684
file170.TextGrid,,0.290,889,2073,3102
file170.TextGrid,1,0.150,346,2176,2780
file170.TextGrid,2,0.550,462,1939,2824
file170.TextGrid,3,0.230,570,1661,2754
file170.TextGrid,,0.260,829,2270,3108
file171.TextGrid,,0.240,1472,2294,5206
file171.TextGrid,1,0.240,516,2256,2789
file171.TextGrid,2,0.420,750,1870,2623
file171.TextGrid,3,0.330,695,1740,2628
file171.TextGrid,,0.250,852,1912,2926
file172.TextGrid,,0.310,886,1684,2970
file172.TextGrid,1,0.190,806,1219,2692
file172.TextGrid,2,0.160,628,1334,2432
file172.TextGrid,3,0.290,326,1994,2867
file172.TextGrid,,0.189,1117,2193,3532
file173.TextGrid,,0.220,1145,2156,3335
file173.TextGrid,1,0.220,427,2183,2927
file173.TextGrid,2,0.300,1024,1707,2587
file173.TextGrid,3,0.600,487,2201,3211
file173.TextGrid,,0.225,996,1987,3056
file174.TextGrid,,0.200,545,1619,2844
file174.TextGrid,1,0.110,520,1860,3075
file174.TextGrid,2,0.170,482,1912,2892
file174.TextGrid,3,0.450,577,1442,2903
file174.TextGrid,,0.199,544,1466,2759
file175.TextGrid,,0.290,1196,2098,3166
file175.TextGrid,1,0.250,586,2187,3199
file175.TextGrid,2,0.390,586,1792,2623
file175.TextGrid,3,0.400,634,1833,2766
file175.TextGrid,,0.235,1180,1997,3648
file176.TextGrid,,0.220,861,1918,2823
file176.TextGrid,1,0.290,532,1958,2722
file176.TextGrid,2,0.520,942,1858,2900
file176.TextGrid,3,0.230,341,1609,3076
file176.TextGrid,,0.220,709,1815,2899
file177.TextGrid,,0.240,734,1895,3149
file177.TextGrid,1,0.260,1036,2190,3117
file177.TextGrid,2,0.150,706,1920,3025
file177.TextGrid,3,0.120,464,1924,2741
file177.TextGrid,,0.454,602,1913,2711
file178.TextGrid,,0.270,1314,2034,4381
file178.TextGrid,1,0.210,1389,2508,3597
file178.TextGrid,2,0.110,853,1753,2885
file178.TextGrid,3,0.570,934,1726,2782
file178.TextGrid,,0.320,1017,1938,2886
file179.TextGrid,,0.240,813,1730,2674
file179.TextGrid,1,0.160,412,1758,2958
file179.TextGrid,2,0.150,521,1458,2561
file179.TextGrid,3,0.190,741,1580,2852
file179.TextGrid,,0.313,998,1785,2979
file18.TextGrid,,0.290,1166,2315,3438
file18.TextGrid,1,0.140,699,1333,3056
file18.TextGrid,2,0.200,345,2388,3170
file18.TextGrid,3,0.320,387,1872,2622
file18.TextGrid,,0.189,458,1713,2985
file180.TextGrid,,0.240,667,1765,3124
file180.TextGrid,1,0.340,428,1865,2827
file180.TextGrid,2,0.150,662,1641,2740
file180.TextGrid,3,0.320,481,1454,2969
file180.TextGrid,,0.259,710,1580,2754
file181.TextGrid,,0.250,1109,2176,3214
file181.TextGrid,1,0.240,357,1712,2725
file181.TextGrid,2,0.190,649,1203,3124
file181.TextGrid,3,0.380,788,1438,2958
file181.TextGrid,,0.335,929,1776,2981
file182.TextGrid,,0.230,572,1674,2620
file182.TextGrid,1,0.190,496,1942,3325
file182.TextGrid,2,0.270,282,2259,2943
file182.TextGrid,3,0.380,419,1999,2705
file182.TextGrid,,0.152,622,1672,2753
file183.TextGrid,,0.230,1430,2349,4880
file183.TextGrid,1,0.320,381,2161,2812
file183.TextGrid,2,0.160,808,1824,2841
file183.TextGrid,3,0.330,724,1397,2757
file183.TextGrid,,0.184,843,1591,3283
file184.TextGrid,,0.230,1237,2099,3333
file184.TextGrid,1,0.180,735,2176,2878
file184.TextGrid,2,0.350,765,1299,2631
file184.TextGrid,3,0.360,499,1437,2811
file184.TextGrid,,0.189,912,1780,2974
file185.TextGrid,,0.270,966,1775,3009
file185.TextGrid,1,0.190,468,2089,2875
file185.TextGrid,2,0.110,445,1912,2760
file185.TextGrid,3,0.530,364,2141,2685
file185.TextGrid,,0.215,906,1871,3207
file186.TextGrid,,0.200,1036,2252,3177
file186.TextGrid,1,0.090,994,2054,2765
file186.TextGrid,2,0.280,756,2124,2982
file186.TextGrid,3,0.330,628,1770,2793
file186.TextGrid,,0.239,1137,2363,3368
file187.TextGrid,,0.220,524,1661,2823
file187.TextGrid,1,0.110,274,1863,2595
file187.TextGrid,2,0.250,603,1828,2765
file187.TextGrid,3,0.450,458,1898,2665
file187.TextGrid,,0.192,512,1738,2560
file188.TextGrid,,0.160,550,1504,2702
file188.TextGrid,1,0.200,937,2270,3467
file188.TextGrid,2,0.330,495,1558,2787
file188.TextGrid,3,0.280,499,1695,2769
file188.TextGrid,,0.252,453,1483,2690
file189.TextGrid,,0.240,1498,2412,5395
file189.TextGrid,1,0.400,929,1994,2512
file189.TextGrid,2,0.170,682,1725,2622
file189.TextGrid,3,0.530,670,1857,2864
file189.TextGrid,,0.225,1222,2149,3290
file19.TextGrid,,0.210,1037,1956,2969
file19.TextGrid,1,0.330,819,1943,2585
file19.TextGrid,2,0.150,766,1676,2591
file19.TextGrid,3,0.400,624,1529,2722
file19.TextGrid,,0.219,1151,2170,3362
file190.TextGrid,,0.260,1225,2175,3166
file190.TextGrid,1,0.230,710,2313,2984
file190.TextGrid,2,0.090,823,1946,2845
file190.TextGrid,3,0.390,995,1668,2581
file190.TextGrid,,0.254,931,1695,2691
file191.TextGrid,,0.230,614,1414,2394
file191.TextGrid,1,0.120,443,1806,2953
file191.TextGrid,2,0.210,428,2034,3309
file191.TextGrid,3,0.720,344,1444,2600
file191.TextGrid,,0.035,772,2218,3208
file192.TextGrid,,0.260,579,1709,3134
file192.TextGrid,1,0.110,514,1559,2485
file192.TextGrid,2,0.290,638,1046,2129
file192.TextGrid,3,0.240,799,1269,3239
file192.TextGrid,,0.239,638,1559,2998
file193.TextGrid,,0.320,464,1522,2665
file193.TextGrid,1,0.100,330,2152,2796
file193.TextGrid,2,0.320,594,1875,2661
file193.TextGrid,3,0.280,398,1982,3002
file193.TextGrid,,0.295,478,1874,2788
file194.TextGrid,,0.220,422,1717,2942
file194.TextGrid,1,0.240,739,1683,3173
file194.TextGrid,2,0.060,556,1500,3082
file194.TextGrid,3,0.760,745,1769,3076
file194.TextGrid,,0.127,483,1714,3069
file195.TextGrid,,0.220,992,1760,3106
file195.TextGrid,1,0.220,714,1518,2843
file195.TextGrid,2,0.210,472,1818,2746
file195.TextGrid,3,0.420,362,2100,2782
file195.TextGrid,,0.152,324,1496,2775
file196.TextGrid,,0.280,842,1880,3059
file196.TextGrid,1,0.280,336,2239,3061
file196.TextGrid,2,0.320,461,1897,2628
file196.TextGrid,3,0.270,577,1728,2989
file196.TextGrid,,0.245,753,1967,3017
file197.TextGrid,,0.220,907,2259,3106
file197.TextGrid,1,0.290,698,2124,3380
file197.TextGrid,2,0.250,759,1630,3062
file197.TextGrid,3,0.330,600,1827,2818
file197.TextGrid,,0.219,1061,2323,3139
file198.TextGrid,,0.250,1255,2438,3536
file198.TextGrid,1,0.230,531,1359,2758
file198.TextGrid,2,0.200,539,1224,2865
file198.TextGrid,3,0.170,579,1124,3068
file198.TextGrid,,0.203,601,1604,3037
file199.TextGrid,,0.250,519,1476,2560
file199.TextGrid,1,0.100,397,976,2747
file199.TextGrid,2,0.230,385,1386,2536
file199.TextGrid,3,0.440,473,1477,2599
file199.TextGrid,,0.202,510,1490,2462
file2.TextGrid,,0.270,1065,2114,3094
file2.TextGrid,1,0.220,370,2039,2700
file2.TextGrid,2,0.290,445,1721,2791
file2.TextGrid,3,0.410,663,1636,2937
file2.TextGrid,,0.290,762,1772,3038
file20.TextGrid,,0.260,583,1640,2560
file20.TextGrid,1,0.200,706,2239,3297
file20.TextGrid,2,0.170,456,1862,3151
file20.TextGrid,3,0.670,467,1410,2953
file20.TextGrid,,0.200,758,1783,2987
file200.TextGrid,,0.180,711,1862,3073
file200.TextGrid,1,0.200,326,1516,2585
file200.TextGrid,2,0.170,519,1342,2788
file200.TextGrid,3,0.390,530,1055,2744
file200.TextGrid,,0.189,609,1687,2939
file201.TextGrid,,0.250,868,1959,3144
file201.TextGrid,1,0.280,382,1787,2721
file201.TextGrid,2,0.280,835,1783,2980
file201.TextGrid,3,0.250,717,1769,2712
file201.TextGrid,,0.335,1059,1760,2445
file202.TextGrid,,0.210,1214,2239,3288
file202.TextGrid,1,0.290,1114,2517,3458
file202.TextGrid,2,0.350,679,1844,3037
file202.TextGrid,3,0.310,547,1464,2757
file202.TextGrid,,0.320,1134,2212,3089
file203.TextGrid,,0.240,529,1632,2886
file203.TextGrid,1,0.210,636,2162,3302
file203.TextGrid,2,0.150,604,1617,2357
file203.TextGrid,3,0.660,420,1501,2747
file203.TextGrid,,0.147,925,1841,3066
file204.TextGrid,,0.260,587,1767,2891
file204.TextGrid,1,0.090,701,1708,3075
file204.TextGrid,2,0.240,478,1569,2762
file204.TextGrid,3,0.360,421,1731,2622
file204.TextGrid,,0.179,544,1542,2810
file205.TextGrid,,0.260,658,1735,2885
file205.TextGrid,1,0.180,311,968,2830
file205.TextGrid,2,0.130,279,2018,2811
file205.TextGrid,3,0.480,443,1633,2786
file205.TextGrid,,0.172,414,1496,2824
file206.TextGrid,,0.280,726,1674,2585
file206.TextGrid,1,0.200,343,1654,2549
file206.TextGrid,2,0.220,287,2170,2994
file206.TextGrid,3,0.210,458,2016,2832
file206.TextGrid,,0.219,565,1779,2698
file207.TextGrid,,0.220,581,1622,2766
file207.TextGrid,1,0.110,426,1208,3017
file207.TextGrid,2,0.240,435,1381,2684
file207.TextGrid,3,0.410,345,1926,2916
file207.TextGrid,,0.242,493,1522,2603
file208.TextGrid,,0.210,1498,2026,5428
file208.TextGrid,1,0.220,451,2213,2870
file208.TextGrid,2,0.380,771,1766,2717
