fileName,name,duration,intensity1,intensity2,intensity3,intensity4,intensity5,intensity6,intensity7,intensity8,intensity9,intensity10,meanIntensity
file135.TextGrid,1,0.120,14,35,55,66,71,73,74,73,72,69,62.562
file135.TextGrid,2,0.180,69,62,61,61,71,76,75,75,74,68,69.230
file135.TextGrid,3,0.550,68,57,63,76,77,76,76,71,54,43,67.536
file136.TextGrid,1,0.270,-5,58,72,70,63,62,62,53,42,36,56.433
file136.TextGrid,2,0.140,36,37,52,69,79,81,80,78,75,67,67.156
file136.TextGrid,3,0.680,67,55,75,83,84,81,77,62,45,43,67.198
file137.TextGrid,1,0.130,33,52,65,72,73,72,71,71,71,70,66.826
file137.TextGrid,2,0.300,70,65,64,68,70,70,70,70,68,67,67.982
file137.TextGrid,3,0.220,67,65,61,63,64,63,61,57,52,45,60.294
file138.TextGrid,1,0.180,33,50,57,60,62,67,72,72,74,73,63.166
file138.TextGrid,2,0.290,73,72,72,73,74,74,74,73,73,73,73.195
file138.TextGrid,3,0.240,73,70,59,70,69,69,66,63,61,53,65.645
file139.TextGrid,1,0.170,38,49,60,68,74,77,78,78,74,67,68.104
file139.TextGrid,2,0.260,67,76,79,75,67,61,73,70,69,66,70.614
file139.TextGrid,3,0.140,66,60,67,65,61,59,58,58,57,51,60.347
file14.TextGrid,1,0.150,17,58,69,69,75,78,80,81,79,73,70.955
file14.TextGrid,2,0.190,73,70,69,69,77,79,80,78,77,75,74.613
file14.TextGrid,3,0.210,75,71,65,72,72,70,69,67,62,48,67.690
file140.TextGrid,1,0.410,43,73,74,77,73,72,71,77,78,71,72.878
file140.TextGrid,2,0.090,71,66,65,65,65,62,61,61,60,59,63.301
file140.TextGrid,3,0.410,59,74,78,78,69,58,55,47,37,33,59.933
file141.TextGrid,1,0.200,34,55,69,80,78,71,72,73,78,77,70.099
file141.TextGrid,2,0.140,77,80,83,84,83,82,78,78,78,76,80.445
file141.TextGrid,3,0.410,76,69,79,74,70,64,60,48,41,36,62.157
file142.TextGrid,1,0.210,-0.5,56,67,72,66,50,24,0.4,30,52,43.938
file142.TextGrid,2,0.440,52,60,59,70,82,80,76,74,70,71,70.415
file142.TextGrid,3,0.150,71,73,76,77,77,75,72,66,54,35,69.357
file143.TextGrid,1,0.150,38,56,68,72,76,75,69,62,64,63,65.883
file143.TextGrid,2,0.310,63,58,57,58,70,77,76,75,75,70,67.822
file143.TextGrid,3,0.220,70,70,67,69,67,64,58,54,52,52,62.523
file144.TextGrid,1,0.250,5,40,66,78,79,76,75,75,74,71,66.581
file144.TextGrid,2,0.310,71,62,60,61,62,62,59,77,83,76,66.549
file144.TextGrid,3,0.300,76,47,9,59,62,80,79,78,72,51,61.651
file145.TextGrid,1,0.060,34,35,35,36,38,44,54,60,63,63,45.952
file145.TextGrid,2,0.190,63,59,61,63,63,77,83,80,73,74,69.598
file145.TextGrid,3,0.320,74,73,74,71,69,71,75,71,64,60,70.084
file146.TextGrid,1,0.130,28,46,59,59,57,73,81,82,79,78,65.369
file146.TextGrid,2,0.110,78,78,75,75,77,77,77,77,77,78,76.798
file146.TextGrid,3,0.390,78,79,81,79,77,66,62,60,55,46,69.132
file147.TextGrid,1,0.130,73,75,75,76,80,83,86,86,86,85,80.687
file147.TextGrid,2,0.180,85,84,84,85,86,86,85,84,83,79,84.316
file147.TextGrid,3,0.700,79,80,81,82,76,64,59,48,42,30,64.800
file148.TextGrid,1,0.110,40,47,67,75,78,79,80,81,81,80,72.145
file148.TextGrid,2,0.160,80,80,81,82,81,81,82,82,81,75,80.950
file148.TextGrid,3,0.590,75,63,84,84,73,62,61,49,40,39,63.596
file149.TextGrid,1,0.100,25,39,57,67,71,72,73,73,72,69,63.554
file149.TextGrid,2,0.230,69,65,68,63,74,80,78,76,77,73,72.193
file149.TextGrid,3,0.510,73,69,70,77,69,72,62,52,48,40,63.934
file15.TextGrid,1,0.230,-6,59,73,79,70,60,57,52,47,61,59.299
file15.TextGrid,2,0.390,61,65,65,82,85,77,68,61,65,63,70.728
file15.TextGrid,3,0.400,63,78,80,78,77,69,67,62,47,16,66.385
file150.TextGrid,1,0.220,16,40,46,65,68,56,53,53,49,30,50.588
file150.TextGrid,2,0.200,30,-7,-4,40,66,78,81,82,81,72,51.553
file150.TextGrid,3,0.370,72,82,82,82,82,82,80,77,67,49,77.029
file151.TextGrid,1,0.170,7,32,56,62,68,72,77,80,78,75,63.044
file151.TextGrid,2,0.300,75,65,66,75,83,81,78,77,75,69,74.554
file151.TextGrid,3,0.320,69,55,49,66,69,66,57,51,25,8,53.109
file152.TextGrid,1,0.390,21,71,78,71,71,71,72,69,54,45,66.919
file152.TextGrid,2,0.140,45,50,65,79,84,85,84,83,82,78,74.899
file152.TextGrid,3,0.260,78,75,75,80,81,78,76,71,61,55,73.762
file153.TextGrid,1,0.270,-20,57,73,79,73,59,54,49,44,63,56.915
file153.TextGrid,2,0.400,63,73,72,83,83,76,67,62,58,54,70.602
file153.TextGrid,3,0.370,54,52,76,79,76,72,57,49,39,23,60.084
file154.TextGrid,1,0.180,36,62,74,75,75,74,71,63,66,73,68.280
file154.TextGrid,2,0.320,73,73,71,66,59,80,79,78,76,74,73.129
file154.TextGrid,3,0.280,74,74,73,72,71,71,66,60,57,56,67.538
file155.TextGrid,1,0.260,23,52,65,67,70,79,77,72,64,58,64.833
file155.TextGrid,2,0.090,58,57,60,60,68,75,76,74,71,68,67.312
file155.TextGrid,3,0.490,68,67,62,74,73,65,52,47,34,31,58.602
file156.TextGrid,1,0.340,39,71,74,59,54,53,55,56,19,7,52.416
file156.TextGrid,2,0.140,7,44,61,74,82,83,82,80,75,67,68.712
file156.TextGrid,3,0.380,67,63,67,67,77,78,75,72,48,27,65.792
file157.TextGrid,1,0.230,17,54,72,76,69,60,51,49,59,54,58.058
file157.TextGrid,2,0.350,54,43,74,80,76,69,68,65,58,60,65.926
file157.TextGrid,3,0.410,60,79,76,76,70,63,60,53,37,13,61.419
file158.TextGrid,1,0.170,23,42,57,60,70,73,73,74,73,65,62.879
file158.TextGrid,2,0.180,65,65,67,65,74,82,82,78,71,70,72.203
file158.TextGrid,3,0.460,70,78,76,76,71,71,66,52,43,34,64.651
file159.TextGrid,1,0.090,31,38,50,58,67,74,77,77,77,75,63.481
file159.TextGrid,2,0.100,75,75,76,78,78,78,78,77,73,68,76.118
file159.TextGrid,3,0.610,68,54,78,77,73,72,68,52,42,37,62.435
file16.TextGrid,1,0.270,28,61,71,75,76,69,71,71,70,69,68.037
file16.TextGrid,2,0.210,69,69,68,67,68,70,70,68,67,66,68.208
file16.TextGrid,3,0.270,66,69,68,65,64,63,59,49,25,10,55.728
file160.TextGrid,1,0.250,33,63,76,80,81,78,73,69,69,69,71.293
file160.TextGrid,2,0.050,69,70,71,71,71,71,71,69,67,66,69.824
file160.TextGrid,3,0.290,66,73,74,69,62,58,54,52,50,45,60.665
file161.TextGrid,1,0.140,12,36,61,74,77,77,77,76,74,65,66.053
file161.TextGrid,2,0.310,65,46,59,76,77,77,79,78,66,51,68.283
file161.TextGrid,3,0.580,51,74,76,73,71,73,66,54,29,27,61.352
file162.TextGrid,1,0.170,29,62,69,72,68,57,48,31,6,-24,46.418
file162.TextGrid,2,0.320,-24,49,30,-9,-312,45,79,80,81,69,24.065
file162.TextGrid,3,0.320,69,55,56,59,74,75,74,68,34,25,60.066
file163.TextGrid,1,0.060,62,63,64,68,71,72,72,71,70,68,68.371
file163.TextGrid,2,0.230,68,74,80,80,78,75,75,75,73,75,75.548
file163.TextGrid,3,0.180,75,78,79,79,79,78,79,79,77,72,78.123
file164.TextGrid,1,0.200,-5,47,68,75,77,69,47,24,32,51,51.073
file164.TextGrid,2,0.310,51,58,58,63,74,82,82,77,66,60,68.583
file164.TextGrid,3,0.480,60,56,55,63,74,73,70,59,52,37,61.595
file165.TextGrid,1,0.290,25,64,69,69,68,67,67,68,65,48,64.709
file165.TextGrid,2,0.150,48,23,8,40,66,78,81,80,79,74,57.296
file165.TextGrid,3,0.380,74,62,59,59,71,78,77,72,63,45,66.359
file166.TextGrid,1,0.160,23,34,52,71,81,76,67,65,65,64,61.688
file166.TextGrid,2,0.170,64,61,52,47,44,52,65,73,82,82,60.960
file166.TextGrid,3,0.380,82,80,82,83,84,85,84,69,65,61,78.100
file167.TextGrid,1,0.110,16,31,54,62,61,70,77,78,77,72,61.431
file167.TextGrid,2,0.200,72,70,72,72,71,70,69,69,69,69,70.133
file167.TextGrid,3,0.430,69,66,73,74,69,57,49,47,44,31,58.467
file168.TextGrid,1,0.290,14,56,57,58,62,75,73,68,68,70,62.681
file168.TextGrid,2,0.350,70,74,73,76,80,82,81,81,79,69,77.535
file168.TextGrid,3,0.260,69,51,41,53,64,61,57,44,26,12,48.161
file169.TextGrid,1,0.300,32,65,66,74,77,76,79,79,78,64,71.518
file169.TextGrid,2,0.280,64,53,71,76,75,75,74,73,74,73,71.039
file169.TextGrid,3,0.170,73,66,72,72,71,71,67,64,60,53,67.410
file17.TextGrid,1,0.150,39,51,70,78,80,82,83,82,82,81,74.277
file17.TextGrid,2,0.160,81,81,82,81,81,81,82,82,82,80,81.395
file17.TextGrid,3,0.460,80,81,82,79,78,64,56,55,49,41,67.193
file170.TextGrid,1,0.150,31,51,67,72,74,75,72,64,56,40,63.270
file170.TextGrid,2,0.550,40,4,70,65,82,82,64,52,60,58,57.628
file170.TextGrid,3,0.230,58,59,73,75,75,73,71,65,52,39,66.094
file171.TextGrid,1,0.240,-24,43,62,73,72,61,50,49,45,62,53.657
file171.TextGrid,2,0.420,62,74,74,82,76,59,52,43,34,13,59.223
file171.TextGrid,3,0.330,13,62,77,80,78,75,61,58,52,46,64.875
file172.TextGrid,1,0.190,43,64,67,74,77,78,81,83,83,82,74.579
file172.TextGrid,2,0.160,82,81,78,74,78,78,78,78,76,68,77.412
file172.TextGrid,3,0.290,68,59,54,66,64,61,54,42,26,7,51.163
file173.TextGrid,1,0.220,19,51,71,75,72,56,35,9,32,55,48.983
file173.TextGrid,2,0.300,55,61,63,62,61,63,70,76,81,79,67.027
file173.TextGrid,3,0.600,79,76,73,69,74,71,67,63,61,43,68.281
file174.TextGrid,1,0.110,43,45,48,51,56,62,73,77,76,70,60.490
file174.TextGrid,2,0.170,70,67,67,63,70,76,77,77,77,72,71.541
file174.TextGrid,3,0.450,72,69,63,79,79,73,62,52,44,39,64.035
file175.TextGrid,1,0.250,21,62,69,70,53,28,-6,-7,46,58,39.337
file175.TextGrid,2,0.390,58,75,71,77,80,80,80,79,74,65,75.559
file175.TextGrid,3,0.400,65,53,50,69,70,70,68,60,50,32,59.585
file176.TextGrid,1,0.290,17,75,84,84,81,83,82,82,82,75,78.435
file176.TextGrid,2,0.520,75,81,77,83,81,80,82,82,80,73,80.093
file176.TextGrid,3,0.230,73,67,70,71,65,63,61,51,34,18,58.369
file177.TextGrid,1,0.260,29,64,75,78,81,72,72,73,71,59,70.108
file177.TextGrid,2,0.150,59,56,57,57,67,77,78,77,76,73,67.747
file177.TextGrid,3,0.120,73,74,75,75,75,75,74,72,68,61,72.869
file178.TextGrid,1,0.210,51,65,69,65,65,64,60,50,44,38,58.441
file178.TextGrid,2,0.110,38,39,50,64,75,80,81,80,78,73,66.882
file178.TextGrid,3,0.570,73,71,68,83,83,81,79,70,57,46,72.964
file179.TextGrid,1,0.160,46,56,65,67,70,71,71,72,73,74,67.374
file179.TextGrid,2,0.150,74,75,74,75,74,74,74,74,74,65,73.827
file179.TextGrid,3,0.190,65,55,57,55,48,60,70,62,53,47,57.239
file18.TextGrid,1,0.140,35,56,70,76,77,74,72,70,71,71,68.896
file18.TextGrid,2,0.200,71,74,73,72,69,71,68,69,72,75,71.309
file18.TextGrid,3,0.320,75,76,73,70,67,56,53,50,45,45,61.297
file180.TextGrid,1,0.340,12,62,75,74,74,70,67,61,47,17,60.630
file180.TextGrid,2,0.150,17,14,37,61,71,75,77,80,81,80,60.330
file180.TextGrid,3,0.320,80,74,63,59,65,77,75,72,63,42,67.574
file181.TextGrid,1,0.240,20,38,60,71,72,71,71,70,69,64,62.933
file181.TextGrid,2,0.190,64,60,51,47,58,66,72,75,78,75,63.889
file181.TextGrid,3,0.380,75,43,24,69,75,76,72,63,60,46,60.811
file182.TextGrid,1,0.190,29,42,57,65,68,72,70,64,63,61,60.558
file182.TextGrid,2,0.270,61,62,59,72,79,78,76,72,71,73,70.559
file182.TextGrid,3,0.380,73,75,75,75,63,54,49,45,44,33,59.433
file183.TextGrid,1,0.320,-7,44,69,75,65,53,47,43,31,2,48.378
file183.TextGrid,2,0.160,2,32,59,76,80,81,80,76,72,68,65.430
file183.TextGrid,3,0.330,68,58,62,75,74,72,61,53,49,39,61.920
file184.TextGrid,1,0.180,-3,35,60,69,70,64,56,50,56,73,55.154
file184.TextGrid,2,0.350,73,79,78,79,84,83,82,80,81,77,80.425
file184.TextGrid,3,0.360,77,77,78,76,72,70,60,54,46,30,65.493
file185.TextGrid,1,0.190,25,59,73,75,79,81,81,81,80,78,73.701
file185.TextGrid,2,0.110,78,75,74,73,73,75,75,75,73,68,73.979
file185.TextGrid,3,0.530,68,60,70,78,76,62,59,53,44,37,61.443
file186.TextGrid,1,0.090,28,30,30,42,61,71,76,77,74,68,56.450
file186.TextGrid,2,0.280,68,65,65,63,53,65,69,70,71,64,65.260
file186.TextGrid,3,0.330,64,65,71,69,68,68,67,64,49,36,63.183
file187.TextGrid,1,0.110,29,35,53,66,67,60,54,49,48,49,52.193
file187.TextGrid,2,0.250,49,69,78,79,73,61,58,53,52,61,63.951
file187.TextGrid,3,0.450,61,77,80,75,64,57,49,45,36,28,58.559
file188.TextGrid,1,0.200,26,34,51,57,56,49,57,74,79,77,56.404
file188.TextGrid,2,0.330,77,68,69,83,81,74,62,56,56,67,68.959
file188.TextGrid,3,0.280,67,73,73,69,65,56,51,47,37,35,58.120
file189.TextGrid,1,0.400,19,69,81,81,80,78,66,54,47,23,65.022
file189.TextGrid,2,0.170,23,33,56,74,80,81,79,80,77,75,67.392
file189.TextGrid,3,0.530,75,65,70,79,77,71,65,61,49,21,65.222
file19.TextGrid,1,0.330,15,64,80,79,79,80,78,63,55,48,68.828
file19.TextGrid,2,0.150,48,50,66,79,82,83,83,82,81,77,74.296
file19.TextGrid,3,0.400,77,75,80,79,80,64,59,57,45,29,65.621
file190.TextGrid,1,0.230,52,70,71,65,59,56,50,44,34,21,54.298
file190.TextGrid,2,0.090,21,13,8,27,44,60,71,78,80,81,48.066
file190.TextGrid,3,0.390,81,77,71,69,72,83,83,79,62,55,74.108
file191.TextGrid,1,0.120,33,50,61,68,81,84,83,81,80,78,71.374
file191.TextGrid,2,0.210,78,67,64,67,81,79,74,71,72,73,72.382
file191.TextGrid,3,0.720,73,84,84,82,79,64,59,53,42,27,66.869
file192.TextGrid,1,0.110,24,41,59,69,71,72,70,68,63,61,61.789
file192.TextGrid,2,0.290,61,59,62,72,68,55,51,45,38,32,55.147
file192.TextGrid,3,0.240,32,55,69,67,63,55,49,43,35,32,52.095
file193.TextGrid,1,0.100,62,69,73,74,75,75,75,74,72,69,72.609
file193.TextGrid,2,0.320,69,67,68,75,76,75,74,73,72,67,72.040
file193.TextGrid,3,0.280,67,61,62,58,68,67,64,61,59,49,62.111
file194.TextGrid,1,0.240,36,69,79,70,59,57,59,58,58,65,61.973
file194.TextGrid,2,0.060,65,71,75,77,78,77,74,71,67,65,72.755
file194.TextGrid,3,0.760,65,69,82,82,80,60,60,49,44,38,63.467
file195.TextGrid,1,0.220,21,32,69,76,74,66,66,63,62,68,61.629
file195.TextGrid,2,0.210,68,67,69,76,78,78,78,78,77,73,74.730
file195.TextGrid,3,0.420,73,73,74,75,74,67,59,51,50,40,64.403
file196.TextGrid,1,0.280,20,55,67,71,67,76,76,74,69,71,66.649
file196.TextGrid,2,0.320,71,77,80,77,73,70,68,71,69,71,72.945
file196.TextGrid,3,0.270,71,72,69,68,68,66,62,56,46,25,61.908
file197.TextGrid,1,0.290,31,59,67,69,62,66,68,66,62,44,62.004
file197.TextGrid,2,0.250,44,40,59,72,73,66,55,56,62,61,59.255
file197.TextGrid,3,0.330,61,68,72,70,66,65,64,63,56,41,64.118
file198.TextGrid,1,0.230,13,32,60,71,80,79,79,77,74,72,65.945
file198.TextGrid,2,0.200,72,66,75,76,75,72,72,70,68,66,71.466
file198.TextGrid,3,0.170,66,65,62,57,52,50,47,46,44,42,53.019
file199.TextGrid,1,0.100,35,51,63,71,75,78,80,80,79,77,70.289
file199.TextGrid,2,0.230,77,77,78,80,78,78,76,75,74,74,76.628
file199.TextGrid,3,0.440,74,75,78,77,78,72,59,48,46,42,65.799
file2.TextGrid,1,0.220,58,73,75,76,76,77,77,76,75,69,74.423
file2.TextGrid,2,0.290,69,70,81,83,81,77,74,74,73,63,75.416
file2.TextGrid,3,0.410,63,41,15,45,72,57,71,71,68,43,54.430
file20.TextGrid,1,0.200,29,55,71,78,77,75,75,68,63,56,67.322
file20.TextGrid,2,0.170,56,55,62,71,80,73,65,63,64,59,65.430
file20.TextGrid,3,0.670,59,69,82,80,80,77,74,58,50,32,68.610
file200.TextGrid,1,0.200,32,55,63,73,80,78,77,73,68,72,68.431
file200.TextGrid,2,0.170,72,75,76,79,78,77,75,67,68,69,74.117
file200.TextGrid,3,0.390,69,77,79,78,74,64,56,48,45,40,63.832
file201.TextGrid,1,0.280,4,35,63,72,74,70,70,69,69,66,62.843
file201.TextGrid,2,0.280,66,51,48,46,50,58,81,83,81,70,63.124
file201.TextGrid,3,0.250,70,29,4,61,79,79,77,74,58,54,58.782
file202.TextGrid,1,0.290,27,60,70,69,59,52,53,53,46,15,54.157
file202.TextGrid,2,0.350,15,11,68,77,78,76,54,39,44,56,51.936
file202.TextGrid,3,0.310,56,67,69,71,73,73,73,72,66,53,68.804
file203.TextGrid,1,0.210,21,48,71,77,71,69,65,59,57,64,61.997
file203.TextGrid,2,0.150,64,67,78,85,84,84,83,81,80,75,79.093
file203.TextGrid,3,0.660,75,77,78,78,78,77,58,52,51,33,67.281
