fileName,name,duration,F1,F2,F3
file1057.TextGrid,2,0.320,718,1690,2913
file1057.TextGrid,,0.228,1382,2226,3300
file1058.TextGrid,,0.200,569,1451,2153
file1058.TextGrid,1,0.350,383,1759,2737
file1058.TextGrid,2,0.630,590,1413,2899
file1058.TextGrid,,0.042,987,1857,3300
file1059.TextGrid,,0.140,974,2129,3287
file1059.TextGrid,1,0.340,550,1554,2978
file1059.TextGrid,2,0.570,1071,2563,3623
file1059.TextGrid,,0.174,482,1851,2961
file106.TextGrid,,0.310,991,2039,3145
file106.TextGrid,1,0.340,982,2026,3010
file106.TextGrid,2,0.540,1251,2143,3482
file106.TextGrid,,0.034,1524,2360,3704
file1060.TextGrid,,0.260,1036,2017,2970
file1060.TextGrid,1,0.570,454,1555,2904
file1060.TextGrid,2,0.350,692,1411,2436
file1060.TextGrid,,0.215,919,1785,2779
file1061.TextGrid,,0.280,612,1570,2634
file1061.TextGrid,1,0.120,488,1446,2775
file1061.TextGrid,2,0.460,383,1554,2525
file1061.TextGrid,,0.176,494,1528,2740
file1062.TextGrid,,0.250,621,1676,2832
file1062.TextGrid,1,0.120,395,1824,2728
file1062.TextGrid,2,0.320,479,2034,2652
file1062.TextGrid,,0.346,699,1970,2736
file1063.TextGrid,,0.250,640,1870,2982
file1063.TextGrid,1,0.390,523,1563,3089
file1063.TextGrid,2,0.330,513,1479,3066
file1063.TextGrid,,0.345,983,2040,3243
file1064.TextGrid,,0.270,525,1695,2733
file1064.TextGrid,1,0.070,618,1287,2650
file1064.TextGrid,2,0.400,602,1314,2739
file1064.TextGrid,,0.203,542,1612,2769
file1065.TextGrid,,0.280,1189,2319,3410
file1065.TextGrid,1,0.330,386,1720,2797
file1065.TextGrid,2,0.620,581,1433,2988
file1065.TextGrid,,0.250,1140,1940,3039
file1066.TextGrid,,0.240,862,2265,3466
file1066.TextGrid,1,0.140,861,1805,2804
file1066.TextGrid,2,0.290,634,1209,2726
file1066.TextGrid,,0.298,641,1580,3010
file1067.TextGrid,,0.230,678,1866,2997
file1067.TextGrid,1,0.140,710,1587,2913
file1067.TextGrid,2,0.520,617,1750,2795
file1067.TextGrid,,0.239,606,1804,2842
file1068.TextGrid,,0.230,1020,2040,3000
file1068.TextGrid,1,0.250,413,2033,2771
file1068.TextGrid,2,0.260,956,2221,2948
file1068.TextGrid,,0.399,1098,1919,2669
file1069.TextGrid,,0.300,1032,2783,3057
file1069.TextGrid,1,0.170,1298,2505,3183
file1069.TextGrid,2,0.570,379,1987,2698
file1069.TextGrid,,0.182,858,1969,3155
file107.TextGrid,,0.210,673,1914,3005
file107.TextGrid,1,0.320,534,1896,2757
file107.TextGrid,2,0.450,400,1600,2637
file107.TextGrid,,0.149,548,1558,2835
file1070.TextGrid,,0.280,932,1872,4012
file1070.TextGrid,1,0.290,544,1681,2852
file1070.TextGrid,2,0.390,587,1559,2780
file1070.TextGrid,,0.179,1028,1692,3031
file1071.TextGrid,,0.200,767,1857,2855
file1071.TextGrid,1,0.170,606,1506,2796
file1071.TextGrid,2,0.420,425,1487,2771
file1071.TextGrid,,0.246,606,1671,2793
file1072.TextGrid,,0.220,1221,2379,3552
file1072.TextGrid,1,0.260,1010,2028,3349
file1072.TextGrid,2,0.680,519,1658,2887
file1072.TextGrid,,0.062,252,1674,2967
file1073.TextGrid,,0.150,920,2114,3108
file1073.TextGrid,1,0.280,284,1996,2719
file1073.TextGrid,2,0.100,320,2160,2703
file1073.TextGrid,,0.523,379,1219,2746
file1074.TextGrid,,0.190,743,1765,3011
file1074.TextGrid,1,0.380,551,1748,2640
file1074.TextGrid,2,0.570,1269,2696,3356
file1074.TextGrid,,0.255,879,1702,3023
file1075.TextGrid,,0.260,609,1669,2947
file1075.TextGrid,1,0.220,1098,2019,3345
file1075.TextGrid,2,0.400,568,1090,2869
file1075.TextGrid,,0.156,639,1444,2750
file1076.TextGrid,,0.280,1261,2124,3836
file1076.TextGrid,1,0.140,630,1817,2812
file1076.TextGrid,2,0.650,1066,2158,3205
file1076.TextGrid,,0.239,792,1767,2875
file1077.TextGrid,,0.250,564,1662,2751
file1077.TextGrid,1,0.310,1173,2346,3273
file1077.TextGrid,2,0.400,538,1754,2630
file1077.TextGrid,,0.169,727,1835,3036
file1078.TextGrid,,0.230,719,1645,2802
file1078.TextGrid,1,0.150,356,2086,2713
file1078.TextGrid,2,0.500,486,1042,2700
file1078.TextGrid,,0.249,667,1443,2716
file1079.TextGrid,,0.250,1224,2434,3417
file1079.TextGrid,1,0.160,751,1336,2452
file1079.TextGrid,2,0.530,599,1952,2797
file1079.TextGrid,,0.189,673,2091,3202
file108.TextGrid,,0.260,503,1532,2588
file108.TextGrid,1,0.200,1037,1988,3283
file108.TextGrid,2,0.540,861,1714,3022
file108.TextGrid,,0.222,456,1685,2663
file1080.TextGrid,,0.250,1427,2336,5193
file1080.TextGrid,1,0.530,776,1261,2947
file1080.TextGrid,2,0.190,758,1875,2971
file1080.TextGrid,,0.254,1137,1922,4196
file1081.TextGrid,,0.190,333,2000,3161
file1081.TextGrid,1,0.520,679,1599,3114
file1081.TextGrid,2,0.230,438,1223,2984
file1081.TextGrid,,0.028,386,1241,2578
file1082.TextGrid,,0.260,896,2069,3133
file1082.TextGrid,1,0.120,703,1656,2608
file1082.TextGrid,2,0.540,701,1584,2686
file1082.TextGrid,,0.302,833,1912,3027
file1083.TextGrid,,0.330,559,1570,3007
file1083.TextGrid,1,0.260,897,2092,3360
file1083.TextGrid,2,0.410,606,1887,2993
file1083.TextGrid,,0.224,612,1911,3119
file1084.TextGrid,,0.280,1103,2001,3374
file1084.TextGrid,1,0.050,590,916,3107
file1084.TextGrid,2,0.570,404,1741,2590
file1084.TextGrid,,0.043,1269,2668,3847
file1085.TextGrid,,0.280,1091,2480,3484
file1085.TextGrid,1,0.260,587,1451,2662
file1085.TextGrid,2,0.360,737,1555,2817
file1085.TextGrid,,0.322,526,1892,2956
file1086.TextGrid,,0.070,1125,2131,3077
file1086.TextGrid,1,0.470,918,1854,3092
file1086.TextGrid,2,0.360,659,1653,2872
file1086.TextGrid,,0.239,1041,2078,3058
file1087.TextGrid,,0.190,901,1556,2850
file1087.TextGrid,1,0.280,412,1403,2653
file1087.TextGrid,2,0.260,594,2001,2763
file1087.TextGrid,,0.238,857,1622,2826
file1088.TextGrid,,0.210,444,1587,2823
file1088.TextGrid,1,0.260,395,1356,2941
file1088.TextGrid,2,0.300,443,1113,2870
file1088.TextGrid,,0.266,581,1576,2767
file1089.TextGrid,,0.210,1191,2312,3065
file1089.TextGrid,1,0.170,628,2316,2979
file1089.TextGrid,2,0.230,606,2008,2865
file1089.TextGrid,,0.273,1089,1889,2691
file109.TextGrid,,0.120,801,1820,3221
file109.TextGrid,1,0.340,606,1398,2560
file109.TextGrid,2,0.340,661,1700,2553
file109.TextGrid,,0.253,1159,2226,3212
file1090.TextGrid,,0.260,728,1731,2614
file1090.TextGrid,1,0.300,470,1090,2855
file1090.TextGrid,2,0.260,558,1194,2836
file1090.TextGrid,,0.216,603,1783,2511
file1091.TextGrid,,0.160,1452,2387,5328
file1091.TextGrid,1,0.440,746,1989,3303
file1091.TextGrid,2,0.480,885,1559,3167
file1091.TextGrid,,0.059,1256,1791,3256
file1092.TextGrid,,0.270,930,2194,3289
file1092.TextGrid,1,0.060,669,1858,2652
file1092.TextGrid,2,0.480,391,2289,2819
file1092.TextGrid,,0.243,925,2046,3167
file1093.TextGrid,,0.210,1107,2210,3224
file1093.TextGrid,1,0.380,663,1132,2672
file1093.TextGrid,2,0.260,483,1684,2573
file1093.TextGrid,,0.203,878,2199,3389
file1094.TextGrid,,0.230,540,1620,2786
file1094.TextGrid,1,0.200,298,1404,2582
file1094.TextGrid,2,0.350,468,1179,2902
file1094.TextGrid,,0.442,456,1420,2765
file1095.TextGrid,,0.230,730,1776,2773
file1095.TextGrid,1,0.230,562,1634,2634
file1095.TextGrid,2,0.420,478,1324,2839
file1095.TextGrid,,0.156,756,1772,2993
file1096.TextGrid,,0.290,805,1607,2942
file1096.TextGrid,1,0.300,582,1250,2512
file1096.TextGrid,2,0.450,417,1123,2844
file1096.TextGrid,,0.099,439,1883,2818
file1097.TextGrid,,0.250,1325,2278,4410
file1097.TextGrid,1,0.580,561,1889,2783
file1097.TextGrid,2,0.150,396,1820,2409
file1097.TextGrid,,0.244,1023,2071,3057
file1098.TextGrid,,0.250,859,2081,3236
file1098.TextGrid,1,0.270,1066,2050,2842
file1098.TextGrid,2,0.470,452,1950,2446
file1098.TextGrid,,0.139,701,1770,2845
file1099.TextGrid,,0.330,1442,2416,5027
file1099.TextGrid,1,0.300,747,1848,2585
file1099.TextGrid,2,0.470,588,1754,2676
file1099.TextGrid,,0.209,814,1837,2963
file11.TextGrid,,0.210,449,1779,2799
file11.TextGrid,1,0.160,298,1603,2702
file11.TextGrid,2,0.420,365,1945,2643
file11.TextGrid,,0.339,532,1763,2669
file110.TextGrid,,0.150,964,2013,2837
file110.TextGrid,1,0.420,465,1493,2459
file110.TextGrid,2,0.450,429,1752,2815
file110.TextGrid,,0.202,651,1743,2981
file1100.TextGrid,,0.270,491,1410,2944
file1100.TextGrid,1,0.170,340,1794,2638
file1100.TextGrid,2,0.560,469,1565,2610
file1100.TextGrid,,0.129,491,1624,2852
file1101.TextGrid,,0.280,450,1750,3088
file1101.TextGrid,1,0.180,421,1141,3032
file1101.TextGrid,2,0.450,391,1691,2975
file1101.TextGrid,,0.219,472,1588,2940
file1102.TextGrid,,0.210,1010,1713,2976
file1102.TextGrid,1,0.310,505,1717,2533
file1102.TextGrid,2,0.250,525,1741,2957
file1102.TextGrid,,0.452,625,1838,2930
file1103.TextGrid,,0.190,706,1507,2823
file1103.TextGrid,1,0.220,993,1832,2639
file1103.TextGrid,2,0.550,568,1220,2669
file1103.TextGrid,,0.169,605,1607,2839
file1104.TextGrid,,0.260,1426,2353,5107
file1104.TextGrid,1,0.390,835,1761,2723
file1104.TextGrid,2,0.500,492,1616,3036
file1104.TextGrid,,0.245,1171,2199,3916
file1105.TextGrid,,0.270,1140,2163,3220
file1105.TextGrid,1,0.200,774,1921,2840
file1105.TextGrid,2,0.430,858,1693,3036
file1105.TextGrid,,0.324,1239,2163,4211
file1106.TextGrid,,0.230,753,1651,3026
file1106.TextGrid,1,0.330,897,1891,3179
file1106.TextGrid,2,0.260,873,1298,2774
file1106.TextGrid,,0.233,907,1672,3046
file1107.TextGrid,,0.300,905,1894,3025
file1107.TextGrid,1,0.200,411,2106,2625
file1107.TextGrid,2,0.470,737,2227,2890
file1107.TextGrid,,0.083,434,1894,2879
file1108.TextGrid,,0.140,709,1822,2804
file1108.TextGrid,1,0.250,344,1691,2863
file1108.TextGrid,2,0.600,339,1765,2831
file1108.TextGrid,,0.139,555,1610,2978
file1109.TextGrid,,0.100,1061,2181,3507
file1109.TextGrid,1,0.410,740,1817,2954
file1109.TextGrid,2,0.540,525,1702,2709
file1109.TextGrid,,0.174,1258,2363,3490
file111.TextGrid,,0.210,1053,2170,3258
file111.TextGrid,1,0.200,742,2074,3238
file111.TextGrid,2,0.360,573,1217,2834
file111.TextGrid,,0.369,708,1919,3049
file1110.TextGrid,,0.060,1086,2039,2998
file1110.TextGrid,1,0.290,454,1668,2674
file1110.TextGrid,2,0.290,671,1679,2708
file1110.TextGrid,,0.328,1082,2040,3693
file1111.TextGrid,,0.220,971,1962,3259
file1111.TextGrid,1,0.300,804,1847,3060
file1111.TextGrid,2,0.340,420,1832,2696
file1111.TextGrid,,0.176,432,1571,2613
file1112.TextGrid,,0.240,492,1677,2714
file1112.TextGrid,1,0.350,467,1681,2614
file1112.TextGrid,2,0.340,532,1830,2826
file1112.TextGrid,,0.199,515,1625,2743
file1113.TextGrid,,0.080,784,1830,3145
file1113.TextGrid,1,0.310,858,1360,2983
file1113.TextGrid,2,0.390,463,1097,3052
file1113.TextGrid,,0.103,692,1298,3129
file1114.TextGrid,,0.250,462,1655,2845
file1114.TextGrid,1,0.160,428,1410,2865
file1114.TextGrid,2,0.450,388,1088,2859
file1114.TextGrid,,0.176,592,1632,2501
file1115.TextGrid,,0.290,881,1834,3148
file1115.TextGrid,1,0.220,1064,2388,3188
file1115.TextGrid,2,0.390,463,1808,2744
file1115.TextGrid,,0.229,695,1912,2625
file1116.TextGrid,,0.080,1414,2462,4772
file1116.TextGrid,1,0.470,1152,2309,3136
file1116.TextGrid,2,0.450,681,1620,2358
file1116.TextGrid,,0.224,1106,2093,4010
file1117.TextGrid,,0.240,918,2034,3179
file1117.TextGrid,1,0.160,844,1127,2710
file1117.TextGrid,2,0.280,632,1521,3000
file1117.TextGrid,,0.373,572,1876,3141
file1118.TextGrid,,0.260,505,1608,2867
file1118.TextGrid,1,0.100,457,1872,2775
file1118.TextGrid,2,0.470,503,2047,3035
file1118.TextGrid,,0.206,391,1706,2745
file1119.TextGrid,,0.300,926,1876,2930
file1119.TextGrid,1,0.040,843,1677,2905
file1119.TextGrid,2,0.540,690,1723,2832
file1119.TextGrid,,0.173,924,2139,3209
file112.TextGrid,,0.230,453,1689,2870
file112.TextGrid,1,0.170,626,1372,3035
file112.TextGrid,2,0.500,975,2398,3126
file112.TextGrid,,0.229,851,2103,2955
file1120.TextGrid,,0.240,1135,2313,3443
file1120.TextGrid,1,0.270,811,2227,3285
file1120.TextGrid,2,0.710,695,1764,2940
file1120.TextGrid,,0.260,1185,2273,3247
file1121.TextGrid,,0.250,1001,2252,3199
file1121.TextGrid,1,0.380,319,1774,2654
file1121.TextGrid,2,0.600,690,1610,2609
file1121.TextGrid,,0.165,845,2035,2762
file1122.TextGrid,,0.320,488,1638,2965
file1122.TextGrid,1,0.170,401,776,3083
file1122.TextGrid,2,0.510,482,1677,2986
file1122.TextGrid,,0.222,572,1429,2865
file1123.TextGrid,,0.070,853,1985,3273
file1123.TextGrid,1,0.230,1452,2243,3113
file1123.TextGrid,2,0.430,590,1562,2495
file1123.TextGrid,,0.306,796,1896,3126
file1124.TextGrid,,0.260,524,1708,2791
file1124.TextGrid,1,0.340,680,1873,2924
file1124.TextGrid,2,0.290,537,1852,2696
file1124.TextGrid,,0.332,479,1658,2554
file1125.TextGrid,,0.060,1205,2381,2952
file1125.TextGrid,1,0.380,871,1806,2615
file1125.TextGrid,2,0.510,431,1735,2720
file1125.TextGrid,,0.189,1090,2224,3218
file1126.TextGrid,,0.220,1226,2253,3343
file1126.TextGrid,1,0.280,438,1767,2854
file1126.TextGrid,2,0.610,568,1860,2897
file1126.TextGrid,,0.112,996,2047,3346
file1127.TextGrid,,0.220,808,2013,3231
file1127.TextGrid,1,0.510,463,1058,2822
file1127.TextGrid,2,0.160,521,946,2742
file1127.TextGrid,,0.239,595,1433,2604
file1128.TextGrid,,0.260,526,1622,2747
file1128.TextGrid,1,0.260,1011,2083,3090
file1128.TextGrid,2,0.710,368,1879,2698
file1128.TextGrid,,0.085,502,1815,2903
file1129.TextGrid,,0.260,1025,2301,3266
file1129.TextGrid,1,0.280,456,1683,3121
file1129.TextGrid,2,0.690,351,1393,2336
file1129.TextGrid,,0.177,1245,2164,3294
file113.TextGrid,,0.230,511,1472,2700
file113.TextGrid,1,0.150,666,1799,2836
file113.TextGrid,2,0.540,521,1786,2682
file113.TextGrid,,0.209,495,1556,2936
